pluno,2016-02-01/2016-02-29,2016-03-01/2016-03-31,2016-04-01/2016-04-30,2016-05-01/2016-05-31,2016-06-01/2016-06-30,2016-07-01/2016-07-31
326,0.0,0.0,0.0,3.0,0.0,0.0
327,0.0,1.0,0.0,0.0,0.0,0.0
328,0.0,1.0,1.0,0.0,0.0,1.0
329,3.0,3.0,11.0,0.0,0.0,0.0
330,11.0,4.0,4.0,7.0,10.0,6.0
340,1.0,4.0,1.0,2.0,3.0,1.0
341,5.0,2.0,5.0,6.0,9.0,6.0
342,9.0,8.0,22.0,31.0,13.0,8.0
343,0.0,0.0,6.0,8.0,0.0,10.0
345,0.0,2.0,8.0,1.0,1.0,2.0
346,0.0,1.0,0.0,1.0,2.0,1.0
348,1.0,0.0,0.0,0.0,0.0,0.0
349,1.0,0.0,0.0,0.0,0.0,0.0
360,7.0,5.0,5.0,4.0,3.0,8.0
400,8.0,7.0,1.0,6.0,3.0,6.0
