pluno,2016-02-01/2016-02-29,2016-03-01/2016-03-31,2016-04-01/2016-04-30,2016-05-01/2016-05-31,2016-06-01/2016-06-30,2016-07-01/2016-07-31
1491,13.0,11.0,7.0,13.0,8.0,14.0
1492,2.0,3.0,1.0,2.0,3.0,2.0
1493,8.0,5.0,2.0,1.0,0.0,1.0
1494,3.0,1.0,2.0,1.0,1.0,2.0
1495,0.0,4.0,3.0,3.0,2.0,1.0
1500,35.0,43.0,61.0,59.0,54.0,61.0
1501,10.0,3.0,9.0,6.0,1.0,0.0
1502,10.0,1.0,6.0,2.0,1.0,7.0
1510,15.0,8.0,14.0,7.0,11.0,12.0
1511,459.0,653.0,1164.0,1380.0,580.0,788.0
1512,33.0,20.0,23.0,38.0,21.0,35.0
1513,39.0,41.0,63.0,75.0,77.0,86.0
1514,9.0,3.0,11.0,4.0,13.0,16.0
1520,395.0,384.0,348.0,316.0,367.0,375.0
1521,12.0,1.0,5.0,2.0,2.0,2.0
1523,26.0,56.0,77.0,58.0,70.0,47.0
1524,21.0,15.0,15.0,39.0,12.0,14.0
1525,0.0,1.0,1.0,2.0,1.0,3.0
1526,1.0,3.0,9.0,24.0,17.0,23.0
1530,1.0,3.0,1.0,0.0,0.0,0.0
1531,0.0,0.0,0.0,0.0,1.0,0.0
1532,4.0,4.0,3.0,3.0,4.0,0.0
1533,2.0,1.0,2.0,0.0,2.0,5.0
1534,6.634,3.0,1.0,3.0,3.0,4.0
1540,12.0,11.0,10.0,5.0,9.0,7.0
1541,53.0,3.0,4.0,5.0,1.0,1.0
1542,3.0,1.0,1.0,1.0,4.0,2.0
1543,1.0,6.0,2.0,2.0,0.0,4.0
1544,0.0,0.0,0.0,11.0,23.0,0.0
1545,1.0,2.0,3.0,3.0,6.0,1.0
1546,2.0,1.0,2.0,4.0,3.0,3.0
1550,16.0,24.0,14.0,18.0,20.0,36.0
1560,18.0,8.0,11.0,5.0,6.0,8.0
2001,812.0,784.0,918.0,658.0,1.4739999999999998,0.842
2010,3.662,0.968,1.452,1.672,1.048,3.888
2011,5.356,4.359999999999999,9.010000000000002,2.289,1.896,0.801
2012,2.1,1.178,2.054,2.161,1.318,0.046
2013,2.9979999999999998,0.011,0.023,0.009000000000000001,0.124,0.0
2020,2.408,1.19,0.8480000000000001,0.0,0.0,0.0
2100,0.762,0.002,527.396,4.258,0.001,0.0
2101,4.372,1.173,4.0440000000000005,2.63,3.85,2.132
2102,2.832,2.4,15.2,10.65,8.459999999999999,8.464
2111,0.304,0.8680000000000001,0.354,0.68,0.0,0.298
2112,0.0,0.0,1.71,0.0,0.10400000000000001,0.138
2120,9.155999999999999,7.7,2.29,2.012,0.7559999999999999,1.192
2140,2.472,3.148,0.894,0.392,0.292,0.27
2170,0.5740000000000001,0.0,0.0,0.818,0.278,0.244
2180,4.6690000000000005,2.146,1.444,1.26,5.032,1.6989999999999998
2181,0.0,0.0,0.0,0.0,0.0,0.306
2200,72.05900000000001,95.88299999999998,103.31100000000002,102.71700000000001,76.03699999999999,52.092999999999996
2201,77.76800000000001,33.291999999999994,10.943,0.0,0.867,2.0460000000000003
2202,40.952000000000005,22.722,50.06399999999999,118.00399999999999,133.898,25.107000000000006
2203,85.567,64.43700000000001,53.75500000000002,71.47000000000001,63.120000000000005,78.46500000000002
2204,5.946,2.813,1.661,3.173,0.697,5.5520000000000005
2207,0.0,0.037000000000000005,0.189,0.0,0.003,0.0
2210,104.31699999999996,70.06899999999997,114.043,111.66400000000003,140.028,73.947
2211,42.86000000000001,32.321999999999996,27.999999999999996,25.134000000000007,36.178000000000004,24.546
2212,25.038000000000007,278.25899999999996,3.619,2.02,0.292,0.382
2213,17.745,25.65700000000001,22.363999999999994,6.792000000000001,4.388,4.93
2216,1.46,0.41,0.5720000000000001,0.0,0.0,2.056
2217,22.212999999999994,10.642000000000001,14.456000000000001,13.231999999999996,11.857,5.507999999999998
2218,1.392,3.466,0.756,0.0,0.33,0.436
2219,10.913999999999998,7.292,3.9460000000000006,0.21400000000000002,0.428,0.187
2250,390.868,30.430999999999997,15.062,28.206999999999997,28.233999999999995,10.264999999999999
2251,0.44799999999999995,1.354,0.616,392.44,0.42200000000000004,0.0
2252,0.0,15.0,0.0,0.0,0.0,0.0
2260,45.93000000000001,18.035999999999998,42.641999999999996,68.532,58.568000000000005,47.50399999999999
2261,0.48,1.05,2.018,3.226,1.99,4.506
2262,0.358,0.622,0.622,0.386,0.964,3.41
2263,5.01,6.356,4.174,10.408000000000001,9.444,11.11
2267,4.142,2.436,4.99,7.367000000000003,3.258,14.506
2270,6.97,9.126,10.272,5.011000000000001,3.692,8.676
2271,30.490000000000013,4.388,0.584,0.204,0.0,0.0
2280,1.246,2.9999999999999996,4.414000000000001,6.513999999999999,2.3080000000000003,9.32
2282,0.0,0.0,0.46799999999999997,0.546,0.0,0.0
2283,0.728,0.878,0.49,0.742,0.332,0.242
2284,0.254,0.23199999999999998,0.0,0.0,0.0,1.382
2285,0.0,0.0,0.738,2.104,0.0,1.018
2286,0.0,0.0,0.0,4.0,0.006999999999999999,0.0
2287,0.0,1.2340000000000002,0.176,0.08800000000000001,0.0,0.0
2290,0.11599999999999999,0.29,0.18,0.384,0.068,0.32399999999999995
2311,1722.0579999999998,1715.934,2444.926,1833.8349999999998,1139.946,1078.654
2312,11.9,3.54,5.806000000000001,4.698,12.372000000000002,6.3260000000000005
2313,15.88,8.018999999999998,7.409000000000004,13.706999999999995,12.96599999999999,19.650999999999993
2314,0.312,0.0,0.544,0.0,23.0,18.45
2315,0.0,1.0,0.0,0.0,0.0,0.0
2317,0.776,0.0,0.0,0.0,0.0,0.0
2400,14.172000000000002,6.053999999999999,2.8680000000000003,5.384,1.092,10.457000000000003
2401,31.16,27.21000000000001,31.646000000000004,30.846000000000004,36.354,33.628
2403,3.064,0.266,0.258,0.268,0.0,3.1960000000000006
2410,18.201999999999998,12.448,16.86,15.443999999999997,13.977999999999996,14.542000000000002
2411,0.27,0.001,0.284,3.894,0.868,0.8320000000000001
2422,0.0,0.38799999999999996,0.596,0.278,0.32799999999999996,0.0
2440,0.972,0.65,1.9760000000000002,2.004,0.932,0.42399999999999993
2500,3.508,5.016,0.0,1.508,0.0,1.508
2501,3.124,0.244,0.996,0.6280000000000001,1.228,0.406
2510,34.83899999999999,15.372,33.08799999999999,52.20000000000001,41.75699999999999,53.608
2511,47.506,142.96699999999998,64.382,53.385999999999996,65.65599999999999,56.0
2512,39.76400000000002,73.92899999999995,128.44600000000005,118.56200000000004,140.54699999999994,170.78499999999988
2513,2.606,1.4660000000000002,0.0,1.686,0.624,0.8180000000000001
2515,2.092,0.0,0.0,2.092,2.092,0.0
2540,0.0,0.0,0.504,0.0,1.1219999999999999,1.59
2700,1409.1779999999999,8289.469000000001,3820.097999999999,6595.3949999999995,8694.188,10397.26
2703,0.74,0.0,0.0,0.308,0.003,0.0
2710,4.7780000000000005,4.176000000000001,5.744,5.646000000000001,5.738000000000001,7.240000000000002
2720,2.935,19.09900000000001,1.477,215.77700000000016,14.050999999999998,7.060000000000011
2721,0.0,0.0,0.0,0.0,1.574,2.361
2724,1986.0,1028.0,2042.0,4530.0,530.0,1052.0
2730,48.628000000000014,61.346,53.78199999999999,108.786,93.61400000000003,106.95499999999996
2740,143.1140000000001,2.398999999999999,2.4699999999999993,1655.9719999999995,4.194,177.89600000000004
2741,518.9860000000003,237.69799999999998,189.682,214.55199999999996,126.526,515.144
2742,0.564,0.0,0.0,0.0,0.0,0.0
3000,5.0,25.0,0.0,7.0,4.0,2.0
3001,4.0,11.0,3.0,3.0,5.0,7.0
3002,0.0,1.0,2.0,0.0,0.0,2.0
3003,0.0,0.0,0.0,0.0,1.0,0.0
3004,2.0,0.0,0.0,0.0,0.0,0.0
3005,1.0,0.0,0.0,1.0,0.0,0.0
3010,0.0,1.0,0.0,0.0,2.0,0.0
3012,12.0,4.0,2.0,2.0,0.0,0.0
3013,0.0,2.0,0.0,0.0,0.0,2.0
3014,0.0,0.0,0.0,0.0,1.0,2.0
3015,1.0,0.0,0.0,0.0,0.0,0.0
3016,19.0,4.0,2.0,7.0,12.0,0.0
3017,4.0,2.0,0.0,1.0,3.0,2.0
3020,0.0,0.0,2.0,0.0,0.0,0.0
3021,0.0,1.0,0.0,0.0,0.0,0.0
3023,2.0,0.0,2.0,1.0,0.0,0.0
3024,0.0,0.0,0.0,1.0,0.0,0.0
3025,1.0,0.0,0.0,0.0,0.0,0.0
3030,5.0,1.0,2.0,1.0,4.0,3.0
3031,0.0,2.0,0.0,2.0,0.0,0.0
3032,10.0,10.0,8.0,3.0,6.0,12.0
3033,6.0,6.0,2.0,8.0,7.0,5.0
3034,6.0,3.0,0.0,3.0,2.0,2.0
3035,6.0,6.0,4.0,5.0,1.0,2.0
3036,2.0,4.0,2.0,4.0,2.0,6.0
3038,193.0,182.0,191.0,184.0,157.0,188.0
3039,1.0,0.0,0.0,0.0,0.0,0.0
3042,0.0,2.0,0.0,1.0,1.0,0.0
3044,5.0,6.0,5.0,3.0,6.0,4.0
3045,2.0,0.0,0.0,0.0,0.0,1.0
3050,9.0,3.0,1.0,4.0,4.0,2.0
3051,13.0,1.0,5.0,4.0,6.0,4.0
3052,2.0,3.0,1.0,1.0,0.0,3.0
3053,0.0,1.0,0.0,3.0,1.0,1.0
3054,2.0,1.0,2.0,3.0,0.0,0.0
3055,0.0,0.0,3.0,0.0,0.0,0.0
3060,1.0,0.0,1.0,0.0,2.0,1.0
3061,0.0,0.0,0.0,0.0,2.0,0.0
3063,0.0,7.0,1.0,3.0,2.0,0.0
3064,0.0,1.0,0.0,0.0,0.0,2.0
3070,2.0,11.0,2.0,3.0,1.0,1.0
3071,5.0,2.0,1.0,1.0,3.0,2.0
3072,0.0,5.0,1.0,0.0,1.0,0.0
3080,2.0,0.0,2.0,1.0,2.0,0.0
3081,1.0,0.0,0.0,1.0,1.0,2.0
3082,3.0,8.0,1.0,4.0,2.0,6.0
3083,0.0,1.0,0.0,1.0,0.0,0.0
3084,0.0,1.0,0.0,0.0,0.0,0.0
3090,0.0,1.0,0.0,1.0,1.0,0.0
3100,2.0,3.0,9.0,3.0,7.0,8.0
3101,2.0,1.0,1.0,1.0,4.0,1.0
3102,3.0,2.0,5.0,4.0,1.0,5.0
3103,2.0,0.0,0.0,0.0,0.0,0.0
3104,2.0,4.0,2.0,4.0,0.0,5.0
3110,0.0,0.0,0.0,1.0,0.0,0.0
3111,0.0,0.0,0.0,1.0,0.0,0.0
3113,2.0,1.0,1.0,2.0,0.0,1.0
3130,1.0,0.0,0.0,0.0,0.0,0.0
3142,20.0,0.0,0.0,0.0,0.0,0.0
3201,0.0,1.0,1.0,0.0,0.0,0.0
3203,1.0,0.0,0.0,1.0,0.0,3.0
3204,0.0,0.0,1.0,0.0,0.0,1.0
3211,0.0,0.0,0.0,0.0,0.0,3.0
3214,6.0,1.0,0.0,0.0,0.0,0.0
3220,0.0,1.0,0.0,0.0,0.0,0.0
3221,1.0,0.0,1.0,0.0,0.0,1.0
3230,1.0,0.0,0.0,0.0,1.0,0.0
3231,3.0,4.0,0.0,3.0,1.0,0.0
3232,5.0,2.0,2.0,1.0,2.0,3.0
3235,2.0,1.0,0.0,0.0,0.0,0.0
3236,1.0,0.0,3.0,1.0,0.0,0.0
3240,1.0,0.0,0.0,2.0,1.0,2.0
3241,7.0,2.0,4.0,3.0,2.0,5.0
3262,0.0,0.0,0.0,3.0,0.0,0.0
3273,0.0,1.0,0.0,0.0,0.0,0.0
3282,0.0,1.0,1.0,0.0,0.0,1.0
3291,3.0,3.0,11.0,0.0,0.0,0.0
3300,2.0,0.0,0.0,1.0,1.0,1.0
3301,0.0,1.0,0.0,1.0,1.0,1.0
3302,0.0,0.0,0.0,0.0,4.0,0.0
3305,0.0,0.0,0.0,1.0,0.0,0.0
3306,9.0,3.0,4.0,4.0,4.0,4.0
3402,0.0,0.0,0.0,1.0,2.0,1.0
3403,0.0,1.0,1.0,1.0,1.0,0.0
3405,1.0,3.0,0.0,0.0,0.0,0.0
3410,2.0,1.0,1.0,4.0,4.0,4.0
3411,0.0,1.0,0.0,0.0,1.0,0.0
3412,3.0,0.0,3.0,1.0,2.0,2.0
3413,0.0,0.0,1.0,0.0,0.0,0.0
3415,0.0,0.0,0.0,1.0,2.0,0.0
3420,3.0,2.0,11.0,2.0,3.0,1.0
3421,3.0,0.0,2.0,4.0,2.0,2.0
3422,0.0,6.0,9.0,23.0,6.0,4.0
3424,2.0,0.0,0.0,2.0,2.0,1.0
3425,1.0,0.0,0.0,0.0,0.0,0.0
3430,0.0,0.0,4.0,4.0,0.0,5.0
3433,0.0,0.0,2.0,0.0,0.0,0.0
3435,0.0,0.0,0.0,1.0,0.0,1.0
3436,0.0,0.0,0.0,3.0,0.0,4.0
3451,0.0,2.0,8.0,1.0,1.0,2.0
3461,0.0,0.0,0.0,0.0,1.0,0.0
3462,0.0,0.0,0.0,0.0,1.0,1.0
3464,0.0,1.0,0.0,1.0,0.0,0.0
3483,1.0,0.0,0.0,0.0,0.0,0.0
3490,1.0,0.0,0.0,0.0,0.0,0.0
3601,1.0,1.0,2.0,0.0,1.0,0.0
3602,3.0,0.0,2.0,3.0,1.0,6.0
3603,3.0,4.0,1.0,1.0,1.0,2.0
4000,8.0,7.0,1.0,6.0,3.0,6.0
