pluno,2016-02-01/2016-02-29,2016-03-01/2016-03-31,2016-04-01/2016-04-30,2016-05-01/2016-05-31,2016-06-01/2016-06-30,2016-07-01/2016-07-31
31049,0.0,2.0,0.0,0.0,0.0,0.0
31101,0.0,0.0,0.0,1.0,0.0,0.0
31115,0.0,0.0,0.0,1.0,0.0,0.0
31131,0.0,1.0,0.0,0.0,0.0,0.0
31133,0.0,0.0,1.0,1.0,0.0,1.0
31134,0.0,0.0,0.0,1.0,0.0,0.0
31135,1.0,0.0,0.0,0.0,0.0,0.0
31137,1.0,0.0,0.0,0.0,0.0,0.0
31302,1.0,0.0,0.0,0.0,0.0,0.0
31423,1.0,0.0,0.0,0.0,0.0,0.0
31425,19.0,0.0,0.0,0.0,0.0,0.0
32012,0.0,1.0,0.0,0.0,0.0,0.0
32013,0.0,0.0,1.0,0.0,0.0,0.0
32030,1.0,0.0,0.0,1.0,0.0,3.0
32043,0.0,0.0,1.0,0.0,0.0,1.0
32110,0.0,0.0,0.0,0.0,0.0,3.0
32143,6.0,1.0,0.0,0.0,0.0,0.0
32203,0.0,1.0,0.0,0.0,0.0,0.0
32214,1.0,0.0,1.0,0.0,0.0,1.0
32300,1.0,0.0,0.0,0.0,0.0,0.0
32301,0.0,0.0,0.0,0.0,1.0,0.0
32314,1.0,0.0,0.0,0.0,0.0,0.0
32315,0.0,0.0,0.0,1.0,1.0,0.0
32316,2.0,4.0,0.0,2.0,0.0,0.0
32322,1.0,0.0,1.0,1.0,0.0,1.0
32323,0.0,0.0,1.0,0.0,1.0,0.0
32324,0.0,0.0,0.0,0.0,0.0,1.0
32325,4.0,2.0,0.0,0.0,1.0,1.0
32350,1.0,0.0,0.0,0.0,0.0,0.0
32352,1.0,1.0,0.0,0.0,0.0,0.0
32360,0.0,0.0,2.0,0.0,0.0,0.0
32361,0.0,0.0,1.0,1.0,0.0,0.0
32368,1.0,0.0,0.0,0.0,0.0,0.0
32403,1.0,0.0,0.0,2.0,1.0,2.0
32416,7.0,2.0,4.0,3.0,2.0,5.0
32628,0.0,0.0,0.0,3.0,0.0,0.0
32736,0.0,1.0,0.0,0.0,0.0,0.0
32821,0.0,1.0,1.0,0.0,0.0,0.0
32823,0.0,0.0,0.0,0.0,0.0,1.0
32917,3.0,3.0,11.0,0.0,0.0,0.0
33001,1.0,0.0,0.0,0.0,0.0,0.0
33003,0.0,0.0,0.0,1.0,0.0,0.0
33004,0.0,0.0,0.0,0.0,0.0,1.0
33006,0.0,0.0,0.0,0.0,1.0,0.0
33007,1.0,0.0,0.0,0.0,0.0,0.0
33011,0.0,0.0,0.0,1.0,0.0,0.0
33016,0.0,0.0,0.0,0.0,1.0,1.0
33018,0.0,1.0,0.0,0.0,0.0,0.0
33026,0.0,0.0,0.0,0.0,4.0,0.0
33053,0.0,0.0,0.0,1.0,0.0,0.0
33060,9.0,3.0,3.0,4.0,4.0,4.0
33064,0.0,0.0,1.0,0.0,0.0,0.0
34020,0.0,0.0,0.0,1.0,0.0,0.0
34023,0.0,0.0,0.0,0.0,2.0,1.0
34030,0.0,0.0,0.0,1.0,1.0,0.0
34032,0.0,1.0,0.0,0.0,0.0,0.0
34038,0.0,0.0,1.0,0.0,0.0,0.0
34051,0.0,3.0,0.0,0.0,0.0,0.0
34053,1.0,0.0,0.0,0.0,0.0,0.0
34100,1.0,0.0,0.0,0.0,1.0,0.0
34101,1.0,1.0,1.0,3.0,3.0,1.0
34104,0.0,0.0,0.0,0.0,0.0,3.0
34106,0.0,0.0,0.0,1.0,0.0,0.0
34110,0.0,0.0,0.0,0.0,1.0,0.0
34113,0.0,1.0,0.0,0.0,0.0,0.0
34120,0.0,0.0,0.0,0.0,0.0,1.0
34121,2.0,0.0,3.0,1.0,2.0,1.0
34127,1.0,0.0,0.0,0.0,0.0,0.0
34135,0.0,0.0,1.0,0.0,0.0,0.0
34150,0.0,0.0,0.0,0.0,2.0,0.0
34152,0.0,0.0,0.0,1.0,0.0,0.0
34200,0.0,0.0,1.0,0.0,1.0,0.0
34203,0.0,0.0,2.0,1.0,0.0,0.0
34204,3.0,2.0,6.0,0.0,2.0,1.0
34207,0.0,0.0,2.0,1.0,0.0,0.0
34210,0.0,0.0,0.0,1.0,0.0,0.0
34211,2.0,0.0,1.0,0.0,0.0,0.0
34212,1.0,0.0,1.0,3.0,1.0,0.0
34213,0.0,0.0,0.0,0.0,1.0,2.0
34220,0.0,1.0,4.0,8.0,3.0,0.0
34222,0.0,0.0,0.0,1.0,0.0,0.0
34225,0.0,5.0,4.0,12.0,3.0,4.0
34226,0.0,0.0,1.0,2.0,0.0,0.0
34240,2.0,0.0,0.0,0.0,2.0,1.0
34241,0.0,0.0,0.0,2.0,0.0,0.0
34250,1.0,0.0,0.0,0.0,0.0,0.0
34304,0.0,0.0,4.0,4.0,0.0,5.0
34333,0.0,0.0,2.0,0.0,0.0,0.0
34350,0.0,0.0,0.0,1.0,0.0,0.0
34356,0.0,0.0,0.0,0.0,0.0,1.0
34363,0.0,0.0,0.0,3.0,0.0,4.0
34511,0.0,1.0,3.0,0.0,1.0,0.0
34513,0.0,1.0,5.0,1.0,0.0,1.0
34514,0.0,0.0,0.0,0.0,0.0,1.0
34617,0.0,0.0,0.0,0.0,1.0,0.0
34621,0.0,0.0,0.0,0.0,1.0,1.0
34641,0.0,1.0,0.0,1.0,0.0,0.0
34831,1.0,0.0,0.0,0.0,0.0,0.0
34900,1.0,0.0,0.0,0.0,0.0,0.0
36010,1.0,1.0,2.0,0.0,1.0,0.0
36020,1.0,0.0,1.0,2.0,1.0,4.0
36022,0.0,0.0,1.0,1.0,0.0,0.0
36023,2.0,0.0,0.0,0.0,0.0,0.0
36025,0.0,0.0,0.0,0.0,0.0,2.0
36030,1.0,4.0,1.0,1.0,0.0,2.0
36035,2.0,0.0,0.0,0.0,1.0,0.0
40000,8.0,7.0,1.0,6.0,3.0,6.0
