pluno,2016-02-01/2016-02-07,2016-02-08/2016-02-14,2016-02-15/2016-02-21,2016-02-22/2016-02-28,2016-02-29/2016-03-06,2016-03-07/2016-03-13,2016-03-14/2016-03-20,2016-03-21/2016-03-27,2016-03-28/2016-04-03,2016-04-04/2016-04-10,2016-04-11/2016-04-17,2016-04-18/2016-04-24,2016-04-25/2016-05-01,2016-05-02/2016-05-08,2016-05-09/2016-05-15,2016-05-16/2016-05-22,2016-05-23/2016-05-29,2016-05-30/2016-06-05,2016-06-06/2016-06-12,2016-06-13/2016-06-19,2016-06-20/2016-06-26,2016-06-27/2016-07-03,2016-07-04/2016-07-10,2016-07-11/2016-07-17,2016-07-18/2016-07-24,2016-07-25/2016-07-31
1523,9.0,3.0,5.0,8.0,14.0,12.0,13.0,16.0,12.0,20.0,23.0,16.0,8.0,18.0,18.0,4.0,16.0,8.0,14.0,21.0,12.0,29.0,6.0,7.0,13.0,9.0
1524,3.0,5.0,3.0,10.0,1.0,5.0,2.0,6.0,1.0,1.0,2.0,12.0,6.0,5.0,5.0,3.0,18.0,7.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,4.0
1525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,0.0,7.0,7.0,10.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0
1530,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1533,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
1534,2.634,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
1540,5.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,5.0,0.0,2.0,2.0,3.0,0.0
1541,4.0,7.0,26.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1542,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
1543,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1546,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
1550,4.0,0.0,6.0,5.0,3.0,7.0,7.0,4.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,6.0,0.0,2.0,1.0,13.0,5.0,1.0,3.0,6.0,19.0,7.0
1560,11.0,2.0,2.0,3.0,1.0,1.0,5.0,0.0,8.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,1.0,0.0
2001,0.0,812.0,0.0,0.0,246.0,538.0,0.0,0.0,0.0,0.0,538.0,380.0,0.0,436.0,0.0,222.0,0.0,0.832,0.42200000000000004,0.22,0.0,0.632,0.21,0.0,0.0,0.0
2010,0.0,0.0,2.5140000000000002,0.0,1.742,0.0,0.0,0.374,1.004,0.228,0.22,0.0,0.0,1.432,0.0,0.0,0.24,0.0,0.0,1.048,0.0,0.5,0.38799999999999996,3.0,0.0,0.0
2011,4.55,0.0,0.002,0.804,2.464,0.0,0.0,1.896,4.9159999999999995,1.7239999999999998,0.802,0.804,0.764,0.002,1.4689999999999999,0.0,0.818,0.948,0.0,0.0,0.948,0.0,0.0,0.801,0.0,0.0
2012,1.4500000000000002,0.0,0.0,0.534,0.28400000000000003,0.5539999999999999,0.0,0.456,1.574,0.0,0.126,0.354,0.302,0.0,0.9380000000000001,0.652,0.269,0.8300000000000001,0.256,0.14400000000000002,0.0,0.08800000000000001,0.0,0.0,0.0,0.046
2013,1.4380000000000002,0.0,0.004,1.556,0.0,0.0,0.004,0.006999999999999999,0.014,0.0,0.009000000000000001,0.0,0.002,0.005,0.0,0.001,0.001,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0
2020,2.408,0.0,0.0,0.0,0.0,0.0,0.562,0.628,0.5880000000000001,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.0,0.0,0.762,0.0,0.0,0.0,0.002,0.0,0.0,0.5920000000000001,526.0,0.804,0.0,0.0,0.812,2.094,0.5379999999999999,0.8150000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,3.1,0.0,0.41200000000000003,0.86,0.0,0.0,0.841,0.332,0.19399999999999998,0.0,1.7840000000000003,0.782,1.284,0.0,0.0,0.588,2.042,0.0,0.0,2.02,0.846,0.9840000000000001,0.0,0.36200000000000004,0.77,1.0
2102,0.9059999999999999,0.51,1.416,0.0,1.912,0.0,0.0,0.0,2.02,0.6579999999999999,1.31,2.7159999999999997,11.988,5.980000000000001,0.91,0.0,0.7559999999999999,1.9500000000000002,0.0,2.6500000000000004,0.212,6.790000000000001,0.45,3.3760000000000003,0.802,0.6940000000000001
2111,0.0,0.304,0.0,0.0,0.0,0.0,0.45,0.41800000000000004,0.0,0.0,0.0,0.0,0.572,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0
2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,0.138,0.0,0.0
2120,0.002,0.0,2.984,6.17,5.0760000000000005,2.6239999999999997,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,2.012,0.0,0.0,0.0,0.0,0.7559999999999999,0.0,0.0,0.0,1.192,0.0,0.0
2140,0.0,0.0,1.458,1.014,0.706,1.9300000000000002,0.0,0.512,0.0,0.0,0.0,0.894,0.124,0.0,0.0,0.268,0.0,0.0,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.27
2170,0.426,0.0,0.0,0.0,0.14800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33799999999999997,0.156,0.324,0.0,0.0,0.0,0.0,0.278,0.0,0.0,0.0,0.244,0.0,0.0
2180,0.811,1.498,0.41400000000000003,0.8480000000000001,1.8279999999999998,0.126,0.216,0.966,0.7100000000000001,0.6839999999999999,0.098,0.06,0.0,0.208,0.0,0.528,0.524,0.198,0.616,2.266,0.446,1.8410000000000002,0.61,0.0,0.3,0.45399999999999996
2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306
2200,31.522000000000006,7.6819999999999995,13.916,18.105,19.484,16.517,23.425000000000004,31.963,13.393000000000002,25.663,15.651,35.165000000000006,20.807999999999996,37.54400000000001,21.418999999999997,14.768000000000004,23.459000000000003,20.049999999999994,14.985,10.315,20.918999999999997,25.756999999999998,17.702000000000005,6.345999999999999,6.814,8.727999999999998
2201,27.522,17.325,24.018,7.589,8.568,5.66,10.176000000000002,4.724,10.709999999999999,3.406,0.8089999999999999,0.0,1.4960000000000002,0.0,0.0,0.0,0.0,0.0,0.866,0.001,0.0,0.0,0.0,0.0,0.22,1.826
2202,6.1930000000000005,15.278999999999998,12.995000000000001,6.485,5.004,6.54,6.032,4.55,5.236000000000001,2.33,8.892,11.732999999999999,31.123,21.243,26.218,43.468,9.530999999999999,14.591999999999999,10.216,109.52799999999999,8.452000000000002,9.82,5.093000000000001,0.0,8.260000000000002,1.9340000000000002
2203,23.339000000000006,8.962000000000002,24.862000000000002,21.039999999999996,28.677,16.268000000000004,5.8100000000000005,15.788,9.160000000000002,20.133000000000003,14.176000000000002,7.004,10.054,19.471999999999998,18.163999999999998,21.298,9.745999999999999,17.407,15.645999999999997,10.97,13.116000000000001,17.717999999999996,7.968,23.285999999999998,14.754,21.996
2204,0.968,1.7919999999999998,1.192,1.994,0.005,1.8760000000000001,0.0,0.932,0.283,1.3780000000000001,0.0,0.0,1.004,1.526,0.0,0.643,0.0,0.0,0.001,0.0,0.696,1.1760000000000002,0.7240000000000001,0.722,1.5,1.43
2207,0.0,0.0,0.0,0.0,0.001,0.003,0.013999999999999999,0.019000000000000003,0.188,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0
2210,33.247,18.139,31.413,21.218000000000004,16.279,11.174000000000001,11.685999999999998,19.546000000000003,23.401000000000003,15.174,28.482000000000003,16.375999999999998,46.174,10.877,22.163999999999998,32.776,34.68599999999999,36.059,36.62400000000001,29.486,29.626,30.024,13.761999999999999,11.817999999999998,17.41,16.447
2211,8.404,4.744,18.932,9.536,7.078,11.286,6.405999999999999,5.577999999999999,10.098000000000003,3.609,6.325,5.373999999999999,7.588000000000001,3.548,5.268000000000001,6.162,6.234,9.386,5.670000000000001,13.342,6.774,9.102,3.904,4.434,7.0840000000000005,3.1740000000000004
2212,5.694999999999999,3.532,14.548,1.2630000000000001,0.8140000000000001,0.994,2.387,272.93,1.8559999999999999,0.306,0.733,0.8,1.0579999999999998,0.976,0.758,0.15,0.136,0.0,0.0,0.292,0.0,0.382,0.0,0.0,0.0,0.0
2213,1.5939999999999999,2.178,8.102,5.299,5.944999999999999,7.252000000000001,3.884,5.769,8.301000000000002,3.1990000000000003,5.339999999999999,4.864,4.241,1.884,2.4539999999999997,1.9660000000000002,0.28600000000000003,1.135,1.433,1.488,0.332,0.764,0.28,1.42,1.7119999999999997,0.754
2216,0.864,0.0,0.0,0.596,0.0,0.0,0.41,0.0,0.0,0.5720000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.552,0.0,0.504
2217,5.607,4.162,7.4639999999999995,4.394,1.6,3.553,2.1,1.0230000000000001,4.846,2.752,2.21,3.846,4.002,3.4339999999999997,2.2140000000000004,2.8220000000000005,4.513999999999999,1.586,3.541,2.8299999999999996,3.27,1.576,1.59,0.95,1.324,0.698
2218,0.9540000000000001,0.0,0.43799999999999994,0.0,0.0,0.8540000000000001,0.478,1.5019999999999998,1.026,0.36200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.436,0.0,0.0,0.0
2219,4.516000000000001,0.734,4.274,1.152,2.664,2.078,1.6139999999999999,0.0,1.7080000000000002,0.74,1.48,1.1920000000000002,0.0,0.20900000000000002,0.001,0.002,0.002,0.424,0.002,0.0,0.001,0.184,0.0,0.0,0.001,0.003
2250,258.78200000000004,129.265,1.329,1.492,0.0,4.338,6.3260000000000005,12.386,12.293000000000003,5.048,3.8240000000000003,0.336,0.9420000000000001,2.225,8.038,7.596,8.778,3.572,2.638,11.972000000000001,4.834,10.518,1.588,4.824,0.001,0.122
2251,0.44799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.134,0.33799999999999997,0.0,0.278,0.0,0.0,0.0,392.44,0.0,0.0,0.0,0.318,0.0,0.10400000000000001,0.0,0.0,0.0,0.0
2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,5.616,10.600000000000001,10.136000000000001,19.028,6.782,0.0,8.31,3.4939999999999998,0.0,5.35,4.542,12.952,20.842000000000002,12.049999999999999,11.796000000000001,32.626,7.774,9.186,15.442000000000004,14.956,11.104,12.876,2.32,17.414,12.138000000000002,13.878000000000004
2261,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,1.138,0.0,0.88,2.306,0.534,0.386,0.0,0.0,1.214,0.0,0.776,1.3880000000000001,2.574,0.544,0.0,0.0
2262,0.358,0.0,0.0,0.0,0.622,0.0,0.0,0.0,0.0,0.622,0.0,0.0,0.0,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.964,0.0,1.3599999999999999,0.44799999999999995,0.826,0.776
2263,3.702,0.0,0.504,0.804,0.684,0.0,2.048,1.392,3.4040000000000004,1.412,1.424,0.0,0.166,1.392,2.5940000000000003,3.6519999999999997,2.77,0.0,4.616,1.1380000000000001,2.534,5.548,1.228,1.0739999999999998,1.042,3.3739999999999997
2267,0.0,0.0,3.1879999999999997,0.954,0.0,0.0,0.652,0.0,2.268,0.0,4.506,0.0,0.0,0.0,1.8439999999999994,0.662,4.861000000000001,1.502,0.0,0.0,0.0,3.2720000000000002,0.502,1.6179999999999999,6.312,4.558000000000001
2270,3.6710000000000003,0.17500000000000002,1.5939999999999999,0.6060000000000001,2.532,1.03,3.83,2.21,3.148,1.162,3.296,1.9599999999999997,1.154,1.05,1.1420000000000001,1.415,1.4040000000000001,0.0,1.824,0.854,0.0,1.014,1.014,1.492,1.964,4.206
2271,17.872,1.714,3.920000000000001,6.984,2.2359999999999998,1.394,0.442,0.19,0.126,0.302,0.282,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2280,0.0,0.336,0.91,0.0,0.0,0.0,0.0,0.504,3.2,0.462,1.5259999999999998,1.2160000000000002,0.506,2.656,1.692,1.052,1.114,1.346,0.9620000000000001,0.0,0.0,3.518,1.21,1.25,2.122,1.22
2282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46799999999999997,0.0,0.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2283,0.5640000000000001,0.0,0.16399999999999998,0.0,0.055999999999999994,0.16999999999999998,0.33799999999999997,0.314,0.064,0.0,0.066,0.36,0.0,0.084,0.332,0.158,0.0,0.168,0.0,0.11199999999999999,0.08800000000000001,0.202,0.0,0.0,0.0,0.172
2284,0.254,0.0,0.0,0.0,0.0,0.23199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.6819999999999999
2285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.374,0.0,0.364,0.0,1.302,0.0,0.5640000000000001,0.23800000000000002,0.0,0.0,0.0,0.0,0.0,0.174,0.8440000000000001,0.0
2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,0.0,0.0,0.0,0.0,0.0,0.08199999999999999,1.1520000000000001,0.0,0.0,0.0,0.176,0.0,0.0,0.0,0.0,0.08800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2290,0.0,0.0,0.0,0.11599999999999999,0.0,0.0,0.29,0.0,0.0,0.18,0.0,0.0,0.055999999999999994,0.094,0.054000000000000006,0.1,0.08,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.32399999999999995
2311,519.492,319.922,545.134,306.51,608.8,253.824,324.17199999999997,499.204,660.398,263.0,555.422,518.5559999999999,651.035,266.982,538.001,440.3,431.001,274.445,192.0,183.0,371.5,389.001,215.002,132.502,260.001,216.149
2312,4.140000000000001,2.894,2.524,2.342,1.002,0.44,1.3820000000000001,0.55,2.7039999999999997,0.0,1.928,0.49,1.448,1.1239999999999999,1.098,0.602,1.046,4.652,3.6919999999999997,1.6680000000000001,1.1760000000000002,1.4140000000000001,1.6560000000000001,0.652,1.798,2.2199999999999998
2313,11.462000000000002,1.094,0.47000000000000003,2.599999999999999,0.8279999999999998,0.009000000000000001,1.2649999999999997,5.814,0.989,0.607,3.5989999999999998,0.888,1.6829999999999998,4.108000000000001,0.40700000000000003,6.029000000000001,3.162,2.766,1.7819999999999998,1.4519999999999993,5.401999999999999,2.104,2.876,2.8759999999999994,6.752000000000001,6.608
2314,0.0,0.0,0.0,0.312,0.0,0.0,0.0,0.0,0.304,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,18.0,0.044000000000000004,0.37100000000000005,0.035
2315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317,0.0,0.45,0.0,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,2.1799999999999997,2.844,4.106,5.042,0.53,0.612,1.484,2.7880000000000003,0.732,0.886,0.11199999999999999,0.392,1.3860000000000001,0.146,0.636,3.2640000000000002,1.1620000000000001,0.17600000000000002,0.29,0.362,0.44000000000000006,2.994,0.5820000000000001,0.652,1.701,4.528
2401,17.532,5.224000000000001,2.5420000000000003,5.7780000000000005,1.778,6.914000000000001,5.938,10.634000000000002,5.308000000000001,10.548,5.7459999999999996,6.351999999999999,6.654000000000002,5.47,11.824,6.562,4.742000000000001,11.976,8.31,6.01,8.645999999999999,6.869999999999999,5.394,6.2379999999999995,10.488000000000001,7.3660000000000005
2403,0.562,0.0,2.002,0.5,0.266,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,2.0960000000000005,0.41
2410,7.268000000000001,1.446,6.257999999999999,3.23,1.33,4.614000000000001,2.8760000000000003,3.412,6.904,2.05,4.08,0.754,6.498000000000001,1.258,4.2219999999999995,1.5559999999999998,4.4559999999999995,2.894,0.9840000000000001,2.562,6.504000000000001,3.5580000000000003,1.6660000000000001,3.2279999999999998,3.83,4.036
2411,0.0,0.0,0.27,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.9640000000000001,0.0,2.8019999999999996,0.128,0.0,0.0,0.0,0.868,0.0,0.8320000000000001,0.0,0.0,0.0
2422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38799999999999996,0.298,0.154,0.0,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,0.0,0.0,0.22600000000000003,0.328,0.626,0.23800000000000002,0.0,0.204,0.728,0.578,0.37200000000000005,0.0,0.298,1.172,0.832,0.0,0.0,0.19,0.0,0.436,0.16399999999999998,0.142,0.42399999999999993,0.0,0.0,0.0
2500,0.0,2.0,0.0,1.508,0.0,0.0,3.508,1.508,0.0,0.0,0.0,0.0,0.0,1.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508,0.0,0.0,0.0,0.0
2501,1.304,0.47,0.0,1.35,0.0,0.0,0.0,0.244,0.204,0.0,0.24,0.552,0.0,0.0,0.0,0.28800000000000003,0.34,0.348,0.0,0.0,0.8799999999999999,0.0,0.0,0.0,0.0,0.406
2510,11.608,2.5149999999999997,15.229999999999999,5.042,4.852,2.594,0.802,0.184,10.5,4.5840000000000005,9.062,5.767,13.339,10.424000000000001,12.213999999999999,15.902,10.301999999999998,8.725000000000001,10.042000000000002,9.528,4.04,13.652,10.588000000000001,7.925000000000001,14.046,17.397
2511,12.0,7.0,18.0,10.506,15.067,36.0,47.333,40.567,14.0,8.067,20.0,15.067,11.248000000000001,9.0,25.386000000000003,7.0,12.0,7.0920000000000005,11.282,27.282,11.0,21.0,5.0,8.0,20.0,11.0
2512,12.884,10.539999999999997,7.213,5.1129999999999995,28.322999999999997,4.125,7.499999999999997,18.327,21.677000000000003,40.13199999999999,40.74899999999999,36.025,14.033000000000001,34.550999999999995,7.3249999999999975,38.797,30.38500000000001,37.010999999999996,3.509,46.001,29.018000000000004,28.019,73.21600000000002,38.214000000000006,31.324000000000005,28.022000000000002
2513,0.0,0.0,1.546,1.0599999999999998,0.0,0.8240000000000001,0.0,0.16,0.48200000000000004,0.0,0.0,0.0,0.0,0.23199999999999998,1.232,0.0,0.222,0.306,0.214,0.10400000000000001,0.0,0.0,0.146,0.0,0.17,0.502
2515,2.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046,0.0,0.0,1.046,0.0,1.046,1.046,0.0,0.0,0.0,0.0,0.0,0.0
2540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514,0.608,1.054,0.536,0.0,0.0
2700,972.943,24.835,19.339,389.35699999999997,1351.046,3064.698,2709.433,1161.787,1420.334,973.365,1193.576,227.26500000000001,12.588000000000001,18.298000000000002,3854.556,1195.182,1511.18,1379.031,1715.106,4447.682,13.227,2492.846,3611.3,2811.645,1308.1100000000001,1326.859
2703,0.47200000000000003,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.0
2710,1.086,0.7640000000000001,0.798,2.13,1.07,1.802,0.434,0.748,0.402,1.6880000000000002,1.0559999999999998,1.67,1.6360000000000001,1.264,1.182,1.276,1.338,4.34,0.214,0.002,0.45,1.6719999999999997,1.992,1.006,1.9720000000000002,1.3299999999999998
2720,1.261,0.008,1.1059999999999999,0.56,0.5619999999999999,1.491,8.025999999999998,9.018,0.20400000000000001,0.514,0.47000000000000003,0.278,0.014000000000000002,0.37000000000000005,214.01800000000003,1.3820000000000001,0.006,0.010000000000000002,8.013,6.011,0.013000000000000005,0.006,0.016000000000000004,0.011000000000000003,0.007,7.024000000000004
2721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574,0.0,0.787,0.0,0.0,0.787,0.787
2724,678.0,304.0,228.0,776.0,720.0,0.0,0.0,308.0,0.0,206.0,604.0,0.0,1526.0,330.0,606.0,1272.0,2028.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,1052.0
2730,16.632,3.678,17.362,10.956,30.954,8.552,9.549999999999999,9.744000000000002,14.608,7.394,10.816,6.156000000000001,18.167999999999996,33.023999999999994,35.272000000000006,7.322,26.450000000000003,23.032000000000004,8.899999999999997,22.112000000000002,25.708,33.098,11.0,22.532,27.826000000000004,32.265
2740,0.435,0.10400000000000001,140.237,2.338,0.399,0.7499999999999999,0.31,0.58,0.9700000000000001,1.223,0.007,0.628,0.6619999999999999,460.72799999999984,408.00399999999996,606.3009999999999,0.14100000000000001,180.23100000000002,0.191,2.617,0.0,1.7029999999999998,0.10300000000000001,0.21100000000000002,1.118,176.054
2741,428.8080000000001,21.677,37.041,18.457,50.992000000000004,74.838,17.005000000000003,87.661,43.015,87.30199999999999,24.874000000000002,40.317,16.391,46.421,56.19899999999999,68.721,28.189999999999998,55.315999999999995,3.6850000000000005,52.86,18.374000000000002,55.08,33.064,23.686,213.298,199.316
2742,0.0,0.0,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,1.0,0.0,2.0,2.0,18.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
3001,0.0,0.0,1.0,3.0,0.0,0.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0
3002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,11.0,1.0,1.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
3017,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
