pluno,bndno,pluno1,pluno2,pluno3,pluno4,sldatime,isweekday,qty,d-1,d-2,d-3,d-4,d-5,d-6,d-7
22000005,22000,22,220,2200,22000,2016-07-31,0,704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000008,22000,22,220,2200,22000,2016-02-18,1,704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000009,22000,22,220,2200,22000,2016-07-25,1,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000009,22000,22,220,2200,22000,2016-07-27,1,1120,0.0,666,0.0,0.0,0.0,0.0,0.0
22000010,22000,22,220,2200,22000,2016-03-16,1,1914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000010,22000,22,220,2200,22000,2016-03-20,0,814,0.0,0.0,0.0,1914.0,0.0,0.0,0.0
22000010,22000,22,220,2200,22000,2016-03-22,1,566,0.0,814,0.0,0.0,0.0,1914.0,0.0
22000010,22000,22,220,2200,22000,2016-03-23,1,1358,566.0,0.0,814,0.0,0.0,0.0,1914.0
22000010,22000,22,220,2200,22000,2016-03-25,1,952,0.0,1358.0,566.0,0.0,814,0.0,0.0
22000010,22000,22,220,2200,22000,2016-03-26,0,1962,952.0,0.0,1358.0,566.0,0.0,814,0.0
22000010,22000,22,220,2200,22000,2016-03-27,0,696,1962.0,952.0,0.0,1358.0,566.0,0.0,814
22000010,22000,22,220,2200,22000,2016-04-02,0,380,0.0,0.0,0.0,0.0,0.0,696.0,1962.0
22000014,22000,22,220,2200,22000,2016-06-29,1,618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000014,22000,22,220,2200,22000,2016-07-19,1,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000029,22000,22,220,2200,22000,2016-03-23,1,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000029,22000,22,220,2200,22000,2016-04-05,1,1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000029,22000,22,220,2200,22000,2016-04-06,1,1,1022.0,0.0,0.0,0.0,0.0,0.0,0.0
22000029,22000,22,220,2200,22000,2016-04-17,0,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000029,22000,22,220,2200,22000,2016-05-09,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000031,22000,22,220,2200,22000,2016-06-11,0,702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000031,22000,22,220,2200,22000,2016-06-24,1,586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000031,22000,22,220,2200,22000,2016-07-03,0,1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000031,22000,22,220,2200,22000,2016-07-15,1,600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-03-06,0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-03-19,0,1170,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-03-20,0,1526,1170.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-03-26,0,1202,0.0,0.0,0.0,0.0,0.0,1526.0,1170.0
22000049,22000,22,220,2200,22000,2016-04-09,0,1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-04-10,0,2406,1048.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-04-20,1,662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-04-21,1,2264,662.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-04-22,1,1996,2264.0,662.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-04-23,0,1078,1996.0,2264.0,662.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-04-26,1,1626,0.0,0.0,1078.0,1996.0,2264.0,662.0,0.0
22000049,22000,22,220,2200,22000,2016-05-04,1,1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-05-08,0,984,0.0,0.0,0.0,1656.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-05-10,1,1448,0.0,984.0,0.0,0.0,0.0,1656.0,0.0
22000049,22000,22,220,2200,22000,2016-05-13,1,528,0.0,0.0,1448.0,0.0,984.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-05-16,1,1702,0.0,0.0,528.0,0.0,0.0,1448.0,0.0
22000049,22000,22,220,2200,22000,2016-05-21,0,1176,0.0,0.0,0.0,0.0,1702.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-06-02,1,690,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-06-05,0,1308,0.0,0.0,690.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-06-11,0,1666,0.0,0.0,0.0,0.0,0.0,1308.0,0.0
22000049,22000,22,220,2200,22000,2016-06-14,1,1136,0.0,0.0,1666.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-06-20,1,956,0.0,0.0,0.0,0.0,0.0,1136.0,0.0
22000049,22000,22,220,2200,22000,2016-06-28,1,1212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-07-16,0,728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22000049,22000,22,220,2200,22000,2016-07-24,0,1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001000,22001,22,220,2200,22001,2016-03-13,0,982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001000,22001,22,220,2200,22001,2016-07-14,1,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001000,22001,22,220,2200,22001,2016-07-24,0,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001001,22001,22,220,2200,22001,2016-03-12,0,5084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001001,22001,22,220,2200,22001,2016-03-16,1,3978,0.0,0.0,0.0,5084.0,0.0,0.0,0.0
22001001,22001,22,220,2200,22001,2016-03-21,1,636,0.0,0.0,0.0,0.0,3978,0.0,0.0
22001001,22001,22,220,2200,22001,2016-03-22,1,1314,636.0,0.0,0.0,0.0,0.0,3978,0.0
22001001,22001,22,220,2200,22001,2016-03-23,1,704,1314.0,636.0,0.0,0.0,0.0,0.0,3978
22001001,22001,22,220,2200,22001,2016-03-25,1,914,0.0,704.0,1314.0,636.0,0.0,0.0,0.0
22001001,22001,22,220,2200,22001,2016-03-28,1,960,0.0,0.0,914.0,0.0,704.0,1314.0,636.0
22001001,22001,22,220,2200,22001,2016-03-29,1,948,960.0,0.0,0.0,914.0,0.0,704.0,1314.0
22001001,22001,22,220,2200,22001,2016-04-07,1,1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001001,22001,22,220,2200,22001,2016-07-09,0,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001001,22001,22,220,2200,22001,2016-07-25,1,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001003,22001,22,220,2200,22001,2016-02-28,0,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-04-08,1,1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-04-09,0,1184,1328.0,0.0,0.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-04-10,0,1586,1184.0,1328.0,0.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-04-14,1,3530,0.0,0.0,0.0,1586.0,1184.0,1328.0,0.0
22001006,22001,22,220,2200,22001,2016-04-16,0,1496,0.0,3530.0,0.0,0.0,0.0,1586.0,1184.0
22001006,22001,22,220,2200,22001,2016-04-17,0,1406,1496.0,0.0,3530.0,0.0,0.0,0.0,1586.0
22001006,22001,22,220,2200,22001,2016-04-20,1,3202,0.0,0.0,1406.0,1496.0,0.0,3530.0,0.0
22001006,22001,22,220,2200,22001,2016-04-21,1,820,3202.0,0.0,0.0,1406.0,1496.0,0.0,3530.0
22001006,22001,22,220,2200,22001,2016-04-22,1,3072,820.0,3202.0,0.0,0.0,1406.0,1496.0,0.0
22001006,22001,22,220,2200,22001,2016-04-24,0,2532,0.0,3072.0,820.0,3202.0,0.0,0.0,1406.0
22001006,22001,22,220,2200,22001,2016-04-25,1,1518,2532.0,0.0,3072.0,820.0,3202.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-04-26,1,2024,1518.0,2532.0,0.0,3072.0,820.0,3202.0,0.0
22001006,22001,22,220,2200,22001,2016-04-29,1,2190,0.0,0.0,2024.0,1518.0,2532.0,0.0,3072.0
22001006,22001,22,220,2200,22001,2016-05-02,1,3454,0.0,0.0,2190.0,0.0,0.0,2024.0,1518.0
22001006,22001,22,220,2200,22001,2016-05-05,1,2196,0.0,0.0,3454.0,0.0,0.0,2190.0,0.0
22001006,22001,22,220,2200,22001,2016-05-06,1,5326,2196.0,0.0,0.0,3454.0,0.0,0.0,2190.0
22001006,22001,22,220,2200,22001,2016-05-07,0,1862,5326.0,2196.0,0.0,0.0,3454.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-05-10,1,740,0.0,0.0,1862.0,5326.0,2196.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-05-11,1,1342,740.0,0.0,0.0,1862.0,5326.0,2196.0,0.0
22001006,22001,22,220,2200,22001,2016-05-21,0,912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-05-23,1,822,0.0,912.0,0.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-05-24,1,826,822.0,0.0,912.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-05-25,1,646,826,822.0,0.0,912.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-05-30,1,852,0.0,0.0,0.0,0.0,646.0,826,822.0
22001006,22001,22,220,2200,22001,2016-07-01,1,978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001006,22001,22,220,2200,22001,2016-07-04,1,1078,0.0,0.0,978.0,0.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-02-18,1,3018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-02-21,0,1776,0.0,0.0,3018,0.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-02-28,0,1502,0.0,0.0,0.0,0.0,0.0,0.0,1776.0
22001008,22001,22,220,2200,22001,2016-03-14,1,1256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-03-15,1,1324,1256.0,0.0,0.0,0.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-03-16,1,1736,1324.0,1256.0,0.0,0.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-03-21,1,3434,0.0,0.0,0.0,0.0,1736.0,1324.0,1256.0
22001008,22001,22,220,2200,22001,2016-03-25,1,2266,0.0,0.0,0.0,3434.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-04-02,0,1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001008,22001,22,220,2200,22001,2016-04-23,0,1090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001012,22001,22,220,2200,22001,2016-07-01,1,546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-02-05,1,1180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-02-06,0,3488,1180.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-02-12,1,840,0.0,0.0,0.0,0.0,0.0,3488.0,1180.0
22001038,22001,22,220,2200,22001,2016-02-14,0,1284,0.0,840.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-02-16,1,684,0.0,1284.0,0.0,840.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-02-29,1,834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-03-02,1,1208,0.0,834.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-03-05,0,1634,0.0,0.0,1208.0,0.0,834.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-03-18,1,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-03-19,0,900,398.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-03-25,1,2038,0.0,0.0,0.0,0.0,0.0,900.0,398.0
22001038,22001,22,220,2200,22001,2016-04-01,1,844,0.0,0.0,0.0,0.0,0.0,0.0,2038.0
22001038,22001,22,220,2200,22001,2016-04-08,1,1028,0.0,0.0,0.0,0.0,0.0,0.0,844.0
22001038,22001,22,220,2200,22001,2016-04-11,1,1462,0.0,0.0,1028.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-04-18,1,1242,0.0,0.0,0.0,0.0,0.0,0.0,1462.0
22001038,22001,22,220,2200,22001,2016-05-08,0,878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-05-21,0,582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-05-25,1,744,0.0,0.0,0.0,582.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-06-01,1,774,0.0,0.0,0.0,0.0,0.0,0.0,744.0
22001038,22001,22,220,2200,22001,2016-06-02,1,1232,774,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-07-01,1,678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,22001,22,220,2200,22001,2016-07-03,0,788,0.0,678.0,0.0,0.0,0.0,0.0,0.0
22002002,22002,22,220,2200,22002,2016-03-07,1,636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002006,22002,22,220,2200,22002,2016-06-19,0,1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002008,22002,22,220,2200,22002,2016-07-16,0,678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002239,22002,22,220,2200,22002,2016-06-01,1,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002239,22002,22,220,2200,22002,2016-06-07,1,884,0.0,0.0,0.0,0.0,0.0,868.0,0.0
22002239,22002,22,220,2200,22002,2016-06-08,1,1714,884.0,0.0,0.0,0.0,0.0,0.0,868.0
22002239,22002,22,220,2200,22002,2016-06-15,1,792,0.0,0.0,0.0,0.0,0.0,0.0,1714
22002239,22002,22,220,2200,22002,2016-06-16,1,1018,792.0,0.0,0.0,0.0,0.0,0.0,0.0
22002239,22002,22,220,2200,22002,2016-06-23,1,3380,0.0,0.0,0.0,0.0,0.0,0.0,1018.0
22002239,22002,22,220,2200,22002,2016-06-24,1,1066,3380.0,0.0,0.0,0.0,0.0,0.0,0.0
22002239,22002,22,220,2200,22002,2016-06-27,1,1716,0.0,0.0,1066.0,3380.0,0.0,0.0,0.0
22002239,22002,22,220,2200,22002,2016-06-29,1,1970,0.0,1716.0,0.0,0.0,1066.0,3380.0,0.0
22002239,22002,22,220,2200,22002,2016-06-30,1,736,1970.0,0.0,1716.0,0.0,0.0,1066.0,3380.0
22002239,22002,22,220,2200,22002,2016-07-01,1,990,736.0,1970.0,0.0,1716.0,0.0,0.0,1066.0
22002239,22002,22,220,2200,22002,2016-07-04,1,900,0.0,0.0,990.0,736.0,1970.0,0.0,1716.0
22002239,22002,22,220,2200,22002,2016-07-06,1,1294,0.0,900.0,0.0,0.0,990.0,736.0,1970.0
22002239,22002,22,220,2200,22002,2016-07-07,1,1874,1294.0,0.0,900.0,0.0,0.0,990.0,736.0
22002239,22002,22,220,2200,22002,2016-07-09,0,1924,0.0,1874.0,1294.0,0.0,900.0,0.0,0.0
22002239,22002,22,220,2200,22002,2016-07-10,0,1494,1924.0,0.0,1874.0,1294.0,0.0,900.0,0.0
22002239,22002,22,220,2200,22002,2016-07-16,0,1660,0.0,0.0,0.0,0.0,0.0,1494.0,1924.0
22002239,22002,22,220,2200,22002,2016-07-20,1,1720,0.0,0.0,0.0,1660.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-04-10,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-04-16,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22002240,22002,22,220,2200,22002,2016-05-15,0,854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-05-16,1,1120,854.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-05-18,1,978,0.0,1120.0,854.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-05-24,1,2318,0.0,0.0,0.0,0.0,0.0,978.0,0.0
22002240,22002,22,220,2200,22002,2016-05-28,0,1398,0.0,0.0,0.0,2318.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-06-08,1,1096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-06-10,1,972,0.0,1096.0,0.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-06-11,0,1304,972.0,0.0,1096.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-06-16,1,2332,0.0,0.0,0.0,0.0,1304.0,972.0,0.0
22002240,22002,22,220,2200,22002,2016-06-17,1,1036,2332.0,0.0,0.0,0.0,0.0,1304.0,972.0
22002240,22002,22,220,2200,22002,2016-06-18,0,396,1036.0,2332.0,0.0,0.0,0.0,0.0,1304.0
22002240,22002,22,220,2200,22002,2016-06-19,0,612,396.0,1036.0,2332.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-06-23,1,1620,0.0,0.0,0.0,612.0,396.0,1036.0,2332.0
22002240,22002,22,220,2200,22002,2016-06-24,1,2372,1620.0,0.0,0.0,0.0,612.0,396.0,1036.0
22002240,22002,22,220,2200,22002,2016-06-26,0,3682,0.0,2372.0,1620.0,0.0,0.0,0.0,612.0
22002240,22002,22,220,2200,22002,2016-06-29,1,2246,0.0,0.0,3682.0,0.0,2372.0,1620.0,0.0
22002240,22002,22,220,2200,22002,2016-06-30,1,894,2246.0,0.0,0.0,3682.0,0.0,2372.0,1620.0
22002240,22002,22,220,2200,22002,2016-07-01,1,796,894.0,2246.0,0.0,0.0,3682.0,0.0,2372.0
22002240,22002,22,220,2200,22002,2016-07-07,1,824,0.0,0.0,0.0,0.0,0.0,796.0,894.0
22002240,22002,22,220,2200,22002,2016-07-29,1,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,22002,22,220,2200,22002,2016-07-30,0,1,422,0.0,0.0,0.0,0.0,0.0,0.0
22002242,22002,22,220,2200,22002,2016-06-30,1,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002242,22002,22,220,2200,22002,2016-07-03,0,998,0.0,0.0,1624.0,0.0,0.0,0.0,0.0
22003000,22003,22,220,2200,22003,2016-04-09,0,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22003002,22003,22,220,2200,22003,2016-06-21,1,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22003002,22003,22,220,2200,22003,2016-07-15,1,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22003002,22003,22,220,2200,22003,2016-07-24,0,792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22003002,22003,22,220,2200,22003,2016-07-25,1,1166,792.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-04-17,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-04-30,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-05-11,1,728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-05-18,1,414,0.0,0.0,0.0,0.0,0.0,0.0,728.0
22004008,22004,22,220,2200,22004,2016-05-22,0,416,0.0,0.0,0.0,414.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-05-25,1,340,0.0,0.0,416.0,0.0,0.0,0.0,414.0
22004008,22004,22,220,2200,22004,2016-06-08,1,616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-06-09,1,446,616,0.0,0.0,0.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-06-18,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-06-23,1,748,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22004008,22004,22,220,2200,22004,2016-06-25,0,192,0.0,748.0,0.0,0.0,0.0,0.0,1.0
22005000,22005,22,220,2200,22005,2016-05-20,1,694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005000,22005,22,220,2200,22005,2016-05-21,0,760,694.0,0.0,0.0,0.0,0.0,0.0,0.0
22005000,22005,22,220,2200,22005,2016-05-25,1,1572,0.0,0.0,0.0,760.0,694.0,0.0,0.0
22005000,22005,22,220,2200,22005,2016-06-01,1,916,0.0,0.0,0.0,0.0,0.0,0.0,1572.0
22005000,22005,22,220,2200,22005,2016-06-04,0,1502,0.0,0.0,916,0.0,0.0,0.0,0.0
22005000,22005,22,220,2200,22005,2016-06-17,1,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005000,22005,22,220,2200,22005,2016-06-21,1,1048,0.0,0.0,0.0,486.0,0.0,0.0,0.0
22005000,22005,22,220,2200,22005,2016-07-28,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005001,22005,22,220,2200,22005,2016-06-08,1,474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005006,22005,22,220,2200,22005,2016-06-24,1,1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005006,22005,22,220,2200,22005,2016-06-30,1,618,0.0,0.0,0.0,0.0,0.0,1258.0,0.0
22005006,22005,22,220,2200,22005,2016-07-01,1,1022,618,0.0,0.0,0.0,0.0,0.0,1258.0
22005006,22005,22,220,2200,22005,2016-07-07,1,438,0.0,0.0,0.0,0.0,0.0,1022.0,618
22007004,22007,22,220,2200,22007,2016-03-02,1,684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-02-03,1,576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-02-04,1,434,576.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-02-05,1,380,434.0,576.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-02-06,0,606,380.0,434.0,576.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-02-07,0,1216,606.0,380.0,434.0,576.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-02-14,0,318,0.0,0.0,0.0,0.0,0.0,0.0,1216.0
22007005,22007,22,220,2200,22007,2016-02-26,1,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-02-28,0,636,0.0,360.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-03-14,1,622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-03-26,0,726,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-04-01,1,3,0.0,0.0,0.0,0.0,0.0,726.0,0.0
22007005,22007,22,220,2200,22007,2016-04-13,1,452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-04-18,1,1,0.0,0.0,0.0,0.0,452.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-04-20,1,662,0.0,1.0,0.0,0.0,0.0,0.0,452.0
22007005,22007,22,220,2200,22007,2016-05-13,1,548,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-05-20,1,1120,0.0,0.0,0.0,0.0,0.0,0.0,548.0
22007005,22007,22,220,2200,22007,2016-05-24,1,716,0.0,0.0,0.0,1120.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-06-17,1,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007005,22007,22,220,2200,22007,2016-07-07,1,724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007008,22007,22,220,2200,22007,2016-07-10,0,1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007011,22007,22,220,2200,22007,2016-03-05,0,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007011,22007,22,220,2200,22007,2016-03-17,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007011,22007,22,220,2200,22007,2016-03-22,1,270,0.0,0.0,0.0,0.0,5.0,0.0,0.0
22007011,22007,22,220,2200,22007,2016-03-28,1,238,0.0,0.0,0.0,0.0,0.0,270.0,0.0
22007011,22007,22,220,2200,22007,2016-03-29,1,234,238.0,0.0,0.0,0.0,0.0,0.0,270.0
22007011,22007,22,220,2200,22007,2016-04-05,1,662,0.0,0.0,0.0,0.0,0.0,0.0,234
22007011,22007,22,220,2200,22007,2016-04-28,1,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007011,22007,22,220,2200,22007,2016-05-12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007019,22007,22,220,2200,22007,2016-03-11,1,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007022,22007,22,220,2200,22007,2016-05-28,0,434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007022,22007,22,220,2200,22007,2016-07-01,1,978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007026,22007,22,220,2200,22007,2016-03-20,0,516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007026,22007,22,220,2200,22007,2016-04-02,0,1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007026,22007,22,220,2200,22007,2016-04-09,0,322,0.0,0.0,0.0,0.0,0.0,0.0,1820.0
22007026,22007,22,220,2200,22007,2016-04-13,1,624,0.0,0.0,0.0,322.0,0.0,0.0,0.0
22007026,22007,22,220,2200,22007,2016-04-16,0,1270,0.0,0.0,624.0,0.0,0.0,0.0,322.0
22007026,22007,22,220,2200,22007,2016-04-23,0,1226,0.0,0.0,0.0,0.0,0.0,0.0,1270.0
22007026,22007,22,220,2200,22007,2016-04-26,1,514,0.0,0.0,1226.0,0.0,0.0,0.0,0.0
22007027,22007,22,220,2200,22007,2016-02-03,1,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007027,22007,22,220,2200,22007,2016-02-05,1,732,0.0,470.0,0.0,0.0,0.0,0.0,0.0
22007027,22007,22,220,2200,22007,2016-02-06,0,2858,732.0,0.0,470.0,0.0,0.0,0.0,0.0
22007027,22007,22,220,2200,22007,2016-02-13,0,668,0.0,0.0,0.0,0.0,0.0,0.0,2858.0
22007027,22007,22,220,2200,22007,2016-02-24,1,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22007027,22007,22,220,2200,22007,2016-02-25,1,322,520.0,0.0,0.0,0.0,0.0,0.0,0.0
22007027,22007,22,220,2200,22007,2016-02-26,1,658,322,520.0,0.0,0.0,0.0,0.0,0.0
22007027,22007,22,220,2200,22007,2016-04-07,1,624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
