pluno,avg2,max2,min2,avg3,max3,min3,avg4,max4,min4
22001038,2051.4285714285716,5714.0,0.0,233.42857142857142,1634.0,0.0,630.2857142857143,2370.0,0.0
22001038,1055.142857142857,4070.0,0.0,2051.4285714285716,5714.0,0.0,233.42857142857142,1634.0,0.0
22001038,1018.0,5218.0,0.0,1055.142857142857,4070.0,0.0,2051.4285714285716,5714.0,0.0
22001038,607.7142857142857,1502.0,0.0,1615.142857142857,5218.0,0.0,1370.2857142857142,5714.0,0.0
22001038,931.7142857142857,2356.0,0.0,607.7142857142857,1502.0,0.0,1615.142857142857,5218.0,0.0
22001038,1180.5714285714287,2532.0,0.0,1547.4285714285713,3202.0,0.0,1153.4285714285713,3530.0,0.0
22001038,688.8571428571429,1862.0,0.0,1568.0,5326.0,0.0,1336.2857142857142,2532.0,0.0
22001038,191.71428571428572,1342.0,0.0,1571.7142857142858,5326.0,0.0,806.2857142857143,3454.0,0.0
22001038,448.85714285714283,1494.0,0.0,191.71428571428572,1342.0,0.0,1571.7142857142858,5326.0,0.0
22001038,647.4285714285714,1494.0,0.0,0.0,0.0,0.0,1763.4285714285713,5326.0,0.0
22001038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22001038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002006,852.8571428571429,2810.0,0.0,124.0,868.0,0.0,530.8571428571429,2318.0,0.0
22002008,841.4285714285714,2698.0,0.0,2093.4285714285716,4216.0,0.0,1519.142857142857,5000.0,0.0
22002239,470.85714285714283,2318.0,0.0,282.0,1120.0,0.0,0.0,0.0,0.0
22002239,530.8571428571429,2318.0,0.0,139.71428571428572,978.0,0.0,282.0,1120.0,0.0
22002239,199.71428571428572,1398.0,0.0,470.85714285714283,2318.0,0.0,282.0,1120.0,0.0
22002239,250.28571428571428,884.0,0.0,199.71428571428572,1398.0,0.0,470.85714285714283,2318.0,0.0
22002239,527.7142857142857,2810.0,0.0,323.7142857142857,1398.0,0.0,331.14285714285717,2318.0,0.0
22002239,438.2857142857143,1304.0,0.0,527.7142857142857,2810.0,0.0,323.7142857142857,1398.0,0.0
22002239,916.8571428571429,3350.0,0.0,527.7142857142857,2810.0,0.0,323.7142857142857,1398.0,0.0
22002239,1053.4285714285713,3350.0,0.0,852.8571428571429,2810.0,0.0,124.0,868.0,0.0
22002239,1053.4285714285713,3350.0,0.0,726.5714285714286,2810.0,0.0,250.28571428571428,884.0,0.0
22002239,940.2857142857143,3350.0,0.0,438.2857142857143,1304.0,0.0,527.7142857142857,2810.0,0.0
22002239,1176.0,5000.0,0.0,916.8571428571429,3350.0,0.0,527.7142857142857,2810.0,0.0
22002239,1731.4285714285713,5000.0,0.0,1053.4285714285713,3350.0,0.0,852.8571428571429,2810.0,0.0
22002239,1976.5714285714287,5000.0,0.0,1053.4285714285713,3350.0,0.0,726.5714285714286,2810.0,0.0
22002239,2578.8571428571427,5000.0,0.0,940.2857142857143,3350.0,0.0,438.2857142857143,1304.0,0.0
22002239,2093.4285714285716,4216.0,0.0,1519.142857142857,5000.0,0.0,926.0,3350.0,0.0
22002239,2093.4285714285716,4216.0,0.0,1462.5714285714287,5000.0,0.0,796.2857142857143,3350.0,0.0
22002239,841.4285714285714,2698.0,0.0,2093.4285714285716,4216.0,0.0,1519.142857142857,5000.0,0.0
22002239,1058.5714285714287,2698.0,0.0,1593.4285714285713,4216.0,0.0,1976.5714285714287,5000.0,0.0
22002240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,282.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,421.7142857142857,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22002240,199.71428571428572,1398.0,0.0,470.85714285714283,2318.0,0.0,282.0,1120.0,0.0
22002240,323.7142857142857,1398.0,0.0,331.14285714285717,2318.0,0.0,421.7142857142857,1120.0,0.0
22002240,323.7142857142857,1398.0,0.0,331.14285714285717,2318.0,0.0,421.7142857142857,1120.0,0.0
22002240,527.7142857142857,2810.0,0.0,323.7142857142857,1398.0,0.0,331.14285714285717,2318.0,0.0
22002240,527.7142857142857,2810.0,0.0,323.7142857142857,1398.0,0.0,331.14285714285717,2318.0,0.0
22002240,666.5714285714286,2810.0,0.0,323.7142857142857,1398.0,0.0,331.14285714285717,2318.0,0.0
22002240,852.8571428571429,2810.0,0.0,124.0,868.0,0.0,530.8571428571429,2318.0,0.0
22002240,438.2857142857143,1304.0,0.0,527.7142857142857,2810.0,0.0,323.7142857142857,1398.0,0.0
22002240,916.8571428571429,3350.0,0.0,527.7142857142857,2810.0,0.0,323.7142857142857,1398.0,0.0
22002240,796.2857142857143,3350.0,0.0,852.8571428571429,2810.0,0.0,124.0,868.0,0.0
22002240,1053.4285714285713,3350.0,0.0,726.5714285714286,2810.0,0.0,250.28571428571428,884.0,0.0
22002240,940.2857142857143,3350.0,0.0,438.2857142857143,1304.0,0.0,527.7142857142857,2810.0,0.0
22002240,1176.0,5000.0,0.0,916.8571428571429,3350.0,0.0,527.7142857142857,2810.0,0.0
22002240,2578.8571428571427,5000.0,0.0,940.2857142857143,3350.0,0.0,438.2857142857143,1304.0,0.0
22002240,579.7142857142857,2338.0,0.0,488.2857142857143,1924.0,0.0,1096.5714285714287,2698.0,0.0
22002240,579.7142857142857,2338.0,0.0,488.2857142857143,1924.0,0.0,841.4285714285714,2698.0,0.0
22002242,940.2857142857143,3350.0,0.0,438.2857142857143,1304.0,0.0,527.7142857142857,2810.0,0.0
22002242,1462.5714285714287,5000.0,0.0,796.2857142857143,3350.0,0.0,852.8571428571429,2810.0,0.0
22003000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22003002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22003002,0.0,0.0,0.0,0.0,0.0,0.0,69.14285714285714,484,0.0
22003002,85.14285714285714,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22003002,85.14285714285714,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22004008,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0
22004008,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,0.0,0.0
22004008,104.0,728.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0
22004008,104.0,728.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0
22004008,48.57142857142857,340.0,0.0,118.57142857142857,416.0,0.0,104.0,728.0,0.0
22004008,0.0,0.0,0.0,108.0,416.0,0.0,59.142857142857146,414.0,0.0
22004008,151.71428571428572,616,0.0,0.0,0.0,0.0,108.0,416.0,0.0
22004008,63.714285714285715,446.0,0.0,88.0,616,0.0,0.0,0.0,0.0
22004008,0.0,0.0,0.0,151.71428571428572,616,0.0,0.0,0.0,0.0
22005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22005000,207.71428571428572,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
