pluno, d-1,d-2,d-3,d-4,d-5,d-6,d-7
22102001,1396.0,0.0,1936.0,1214.0,0.0,1556.0,1458.0
22102001,564.0,1172.0,3030.0,1040.0,3226.0,1234.0,1236.0
22102001,826.0,1114.0,1614.0,2490.0,326.0,564.0,1172.0
22102001,4396.0,3118.0,2204.0,1548.0,3044.0,0.0,1738.0
22102001,2574.0,586.0,0.0,0.0,3578.0,4774.0,2888.0
22102001,3486.0,4654.0,1786.0,1788.0,7456.0,8706.0,2574.0
22102001,4540.0,2698.0,4198.0,3486.0,4654.0,1786.0,1788.0
22102001,3592.0,662.0,4540.0,2698.0,4198.0,3486.0,4654.0
22102001,2090.0,3158.0,3190.0,5016.0,442.0,1310.0,0.0
22102001,0.0,2502.0,2090.0,3158.0,3190.0,5016.0,442.0
22102001,2020.0,1604.0,730.0,0.0,1692.0,1016.0,0.0
22102001,422.0,2020.0,1604.0,730.0,0.0,1692.0,1016.0
22102004,0.0,1990.0,342.0,0.0,2022.0,0.0,0.0
22102004,0.0,1224.0,968.0,0.0,1990.0,342.0,0.0
22102004,1898.0,0.0,4546.0,0.0,1224.0,968.0,0.0
22102004,1272.0,472.0,3276.0,1898.0,0.0,4546.0,0.0
22102004,5318.0,1272.0,472.0,3276.0,1898.0,0.0,4546.0
22102004,832.0,1970.0,310.0,1846.0,2212.0,4944.0,5318.0
22102004,0.0,2984.0,832.0,1970.0,310.0,1846.0,2212.0
22102004,0.0,1508.0,884.0,300.0,1434.0,0.0,692.0
22102004,354.0,0.0,0.0,0.0,0.0,0.0,2534.0
22102004,368.0,1294.0,602.0,714.0,0.0,0.0,2436.0
22102004,1458.0,538.0,1404.0,532.0,368.0,1294.0,602.0
22102004,0.0,1556.0,1458.0,538.0,1404.0,532.0,368.0
22102004,1214.0,0.0,1556.0,1458.0,538.0,1404.0,532.0
22102004,0.0,1936.0,1214.0,0.0,1556.0,1458.0,538.0
22102004,1396.0,0.0,1936.0,1214.0,0.0,1556.0,1458.0
22102004,326.0,564.0,1172.0,3030.0,1040.0,3226.0,1234.0
22102004,826.0,1114.0,1614.0,2490.0,326.0,564.0,1172.0
22102004,0.0,394.0,3266.0,826.0,1114.0,1614.0,2490.0
22102004,1930.0,0.0,394.0,3266.0,826.0,1114.0,1614.0
22102004,1048.0,1526.0,1930.0,0.0,394.0,3266.0,826.0
22102004,4385.0,1048.0,1526.0,1930.0,0.0,394.0,3266.0
22102004,2204.0,1548.0,3044.0,0.0,1738.0,1038.0,1846.0
22102004,3118.0,2204.0,1548.0,3044.0,0.0,1738.0,1038.0
22102004,4052.0,4870.0,4396.0,3118.0,2204.0,1548.0,3044.0
22102004,0.0,0.0,638.0,696.0,0.0,3176.0,4052.0
22102004,0.0,3432.0,0.0,0.0,638.0,696.0,0.0
22102004,542.0,4170.0,1322.0,1732.0,658.0,0.0,5024.0
22102004,2574.0,586.0,0.0,0.0,3578.0,4774.0,2888.0
22102004,2698.0,4198.0,3486.0,4654.0,1786.0,1788.0,7456.0
22102004,3592.0,662.0,4540.0,2698.0,4198.0,3486.0,4654.0
22102004,6906.0,3592.0,662.0,4540.0,2698.0,4198.0,3486.0
22102004,676.0,2006.0,0.0,0.0,4730.0,2922.0,4178.0
22102005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22102005,342.0,0.0,2022.0,0.0,0.0,0.0,0.0
22102005,968.0,0.0,1990.0,342.0,0.0,2022.0,0.0
22102005,0.0,1224.0,968.0,0.0,1990.0,342.0,0.0
22102005,0.0,4546.0,0.0,1224.0,968.0,0.0,1990.0
22102005,1898.0,0.0,4546.0,0.0,1224.0,968.0,0.0
22102005,5318.0,1272.0,472.0,3276.0,1898.0,0.0,4546.0
22102005,4944.0,5318.0,1272.0,472.0,3276.0,1898.0,0.0
22102005,832.0,1970.0,310.0,1846.0,2212.0,4944.0,5318.0
22102005,0.0,2984.0,832.0,1970.0,310.0,1846.0,2212.0
22102005,0.0,692.0,786.0,1846.0,0.0,2984.0,832.0
22102005,300.0,1434.0,0.0,692.0,786.0,1846.0,0.0
22102005,884.0,300.0,1434.0,0.0,692.0,786.0,1846.0
22102005,0.0,1508.0,884.0,300.0,1434.0,0.0,692.0
22102005,0.0,0.0,0.0,0.0,0.0,2534.0,0.0
22102005,714.0,0.0,0.0,2436.0,354.0,0.0,0.0
22102005,602.0,714.0,0.0,0.0,2436.0,354.0,0.0
22102005,1294.0,602.0,714.0,0.0,0.0,2436.0,354.0
22102005,368.0,1294.0,602.0,714.0,0.0,0.0,2436.0
22102005,532.0,368.0,1294.0,602.0,714.0,0.0,0.0
22102005,538.0,1404.0,532.0,368.0,1294.0,602.0,714.0
22102005,1458.0,538.0,1404.0,532.0,368.0,1294.0,602.0
22102005,1214.0,0.0,1556.0,1458.0,538.0,1404.0,532.0
22102005,3082.0,1396.0,0.0,1936.0,1214.0,0.0,1556.0
22102005,326.0,564.0,1172.0,3030.0,1040.0,3226.0,1234.0
22102005,1614.0,2490.0,326.0,564.0,1172.0,3030.0,1040.0
22102005,1114.0,1614.0,2490.0,326.0,564.0,1172.0,3030.0
22102005,826.0,1114.0,1614.0,2490.0,326.0,564.0,1172.0
22102005,0.0,394.0,3266.0,826.0,1114.0,1614.0,2490.0
22102005,1526.0,1930.0,0.0,394.0,3266.0,826.0,1114.0
22102005,1048.0,1526.0,1930.0,0.0,394.0,3266.0,826.0
22102005,4385.0,1048.0,1526.0,1930.0,0.0,394.0,3266.0
22102005,4098.0,4385.0,1048.0,1526.0,1930.0,0.0,394.0
22102005,1038.0,1846.0,1452.0,654.0,4098.0,4385.0,1048.0
22102005,1548.0,3044.0,0.0,1738.0,1038.0,1846.0,1452.0
22102005,2204.0,1548.0,3044.0,0.0,1738.0,1038.0,1846.0
22102005,3118.0,2204.0,1548.0,3044.0,0.0,1738.0,1038.0
22102005,4396.0,3118.0,2204.0,1548.0,3044.0,0.0,1738.0
22102005,4870.0,4396.0,3118.0,2204.0,1548.0,3044.0,0.0
22102005,4052.0,4870.0,4396.0,3118.0,2204.0,1548.0,3044.0
22102005,0.0,3176.0,4052.0,4870.0,4396.0,3118.0,2204.0
22102005,0.0,0.0,638.0,696.0,0.0,3176.0,4052.0
22102005,0.0,3432.0,0.0,0.0,638.0,696.0,0.0
22102005,0.0,5024.0,0.0,3432.0,0.0,0.0,638.0
22102005,1322.0,1732.0,658.0,0.0,5024.0,0.0,3432.0
22102005,4170.0,1322.0,1732.0,658.0,0.0,5024.0,0.0
22102005,4456.0,542.0,4170.0,1322.0,1732.0,658.0,0.0
22102005,3490.0,4456.0,542.0,4170.0,1322.0,1732.0,658.0
22102005,0.0,3678.0,3490.0,4456.0,542.0,4170.0,1322.0
22102005,1552.0,0.0,3678.0,3490.0,4456.0,542.0,4170.0
22102005,2888.0,1552.0,0.0,3678.0,3490.0,4456.0,542.0
22102005,0.0,0.0,3578.0,4774.0,2888.0,1552.0,0.0
22102005,586.0,0.0,0.0,3578.0,4774.0,2888.0,1552.0
22102005,2574.0,586.0,0.0,0.0,3578.0,4774.0,2888.0
22102005,8706.0,2574.0,586.0,0.0,0.0,3578.0,4774.0
22102005,7456.0,8706.0,2574.0,586.0,0.0,0.0,3578.0
22102005,4654.0,1786.0,1788.0,7456.0,8706.0,2574.0,586.0
22102005,3486.0,4654.0,1786.0,1788.0,7456.0,8706.0,2574.0
22102005,4198.0,3486.0,4654.0,1786.0,1788.0,7456.0,8706.0
22102005,2698.0,4198.0,3486.0,4654.0,1786.0,1788.0,7456.0
22102005,662.0,4540.0,2698.0,4198.0,3486.0,4654.0,1786.0
22102005,3592.0,662.0,4540.0,2698.0,4198.0,3486.0,4654.0
22102005,6906.0,3592.0,662.0,4540.0,2698.0,4198.0,3486.0
22102005,3628.0,6906.0,3592.0,662.0,4540.0,2698.0,4198.0
22102005,2304.0,1504.0,3628.0,6906.0,3592.0,662.0,4540.0
22102005,0.0,1564.0,2304.0,1504.0,3628.0,6906.0,3592.0
22102005,1310.0,0.0,1564.0,2304.0,1504.0,3628.0,6906.0
22102005,442.0,1310.0,0.0,1564.0,2304.0,1504.0,3628.0
22102005,5016.0,442.0,1310.0,0.0,1564.0,2304.0,1504.0
22102005,3158.0,3190.0,5016.0,442.0,1310.0,0.0,1564.0
22102005,2090.0,3158.0,3190.0,5016.0,442.0,1310.0,0.0
22102005,4178.0,0.0,2502.0,2090.0,3158.0,3190.0,5016.0
22102005,2922.0,4178.0,0.0,2502.0,2090.0,3158.0,3190.0
22102005,0.0,0.0,4730.0,2922.0,4178.0,0.0,2502.0
22102005,2738.0,1806.0,676.0,2006.0,0.0,0.0,4730.0
22102005,520.0,466.0,0.0,1314.0,0.0,3180.0,390.0
22102005,0.0,716.0,0.0,0.0,4712.0,520.0,466.0
22102005,0.0,1980,0.0,716.0,0.0,0.0,4712.0
22102005,0.0,0.0,4050.0,0.0,1980,0.0,716.0
22102005,450.0,422.0,2020.0,1604.0,730.0,0.0,1692.0
22102005,1364.0,1300.0,450.0,422.0,2020.0,1604.0,730.0
22102006,1272.0,472.0,3276.0,1898.0,0.0,4546.0,0.0
22102006,5318.0,1272.0,472.0,3276.0,1898.0,0.0,4546.0
22102006,1236.0,3082.0,1396.0,0.0,1936.0,1214.0,0.0
22102006,3226.0,1234.0,1236.0,3082.0,1396.0,0.0,1936.0
22102006,1114.0,1614.0,2490.0,326.0,564.0,1172.0,3030.0
22102006,3118.0,2204.0,1548.0,3044.0,0.0,1738.0,1038.0
22102006,1732.0,658.0,0.0,5024.0,0.0,3432.0,0.0
22102006,1322.0,1732.0,658.0,0.0,5024.0,0.0,3432.0
22102006,4654.0,1786.0,1788.0,7456.0,8706.0,2574.0,586.0
22102006,3592.0,662.0,4540.0,2698.0,4198.0,3486.0,4654.0
22102009,1846.0,2212.0,4944.0,5318.0,1272.0,472.0,3276.0
22102009,300.0,1434.0,0.0,692.0,786.0,1846.0,0.0
22102009,1404.0,532.0,368.0,1294.0,602.0,714.0,0.0
22102009,0.0,1936.0,1214.0,0.0,1556.0,1458.0,538.0
22102009,326.0,564.0,1172.0,3030.0,1040.0,3226.0,1234.0
22102009,4198.0,3486.0,4654.0,1786.0,1788.0,7456.0,8706.0
22102009,2698.0,4198.0,3486.0,4654.0,1786.0,1788.0,7456.0
22102009,3592.0,662.0,4540.0,2698.0,4198.0,3486.0,4654.0
22102009,6906.0,3592.0,662.0,4540.0,2698.0,4198.0,3486.0
22102009,5016.0,442.0,1310.0,0.0,1564.0,2304.0,1504.0
22102009,3158.0,3190.0,5016.0,442.0,1310.0,0.0,1564.0
22102009,2090.0,3158.0,3190.0,5016.0,442.0,1310.0,0.0
22102009,2006.0,0.0,0.0,4730.0,2922.0,4178.0,0.0
22102009,676.0,2006.0,0.0,0.0,4730.0,2922.0,4178.0
22102009,466.0,0.0,1314.0,0.0,3180.0,390.0,3406.0
22102009,0.0,0.0,4712.0,520.0,466.0,0.0,1314.0
22102009,1604.0,730.0,0.0,1692.0,1016.0,0.0,0.0
22102009,450.0,422.0,2020.0,1604.0,730.0,0.0,1692.0
22102009,1300.0,450.0,422.0,2020.0,1604.0,730.0,0.0
22102012,0.0,716.0,0.0,0.0,4712.0,520.0,466.0
22102013,1898.0,0.0,4546.0,0.0,1224.0,968.0,0.0
22102013,1272.0,472.0,3276.0,1898.0,0.0,4546.0,0.0
22102013,2212.0,4944.0,5318.0,1272.0,472.0,3276.0,1898.0
22102013,1040.0,3226.0,1234.0,1236.0,3082.0,1396.0,0.0
22102013,1614.0,2490.0,326.0,564.0,1172.0,3030.0,1040.0
22102013,4385.0,1048.0,1526.0,1930.0,0.0,394.0,3266.0
22102013,1548.0,3044.0,0.0,1738.0,1038.0,1846.0,1452.0
22102013,0.0,5024.0,0.0,3432.0,0.0,0.0,638.0
22102013,8706.0,2574.0,586.0,0.0,0.0,3578.0,4774.0
22102013,1788.0,7456.0,8706.0,2574.0,586.0,0.0,0.0
22102013,4654.0,1786.0,1788.0,7456.0,8706.0,2574.0,586.0
22102013,2304.0,1504.0,3628.0,6906.0,3592.0,662.0,4540.0
22102013,4178.0,0.0,2502.0,2090.0,3158.0,3190.0,5016.0
22102013,2922.0,4178.0,0.0,2502.0,2090.0,3158.0,3190.0
22102013,390.0,3406.0,2738.0,1806.0,676.0,2006.0,0.0
22102013,0.0,3180.0,390.0,3406.0,2738.0,1806.0,676.0
22102013,0.0,716.0,0.0,0.0,4712.0,520.0,466.0
22102013,1016.0,0.0,0.0,4050.0,0.0,1980,0.0
22102014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22102014,0.0,2022.0,0.0,0.0,0.0,0.0,0.0
22102014,342.0,0.0,2022.0,0.0,0.0,0.0,0.0
22102014,968.0,0.0,1990.0,342.0,0.0,2022.0,0.0
22102014,0.0,1224.0,968.0,0.0,1990.0,342.0,0.0
22102014,0.0,4546.0,0.0,1224.0,968.0,0.0,1990.0
22102014,1898.0,0.0,4546.0,0.0,1224.0,968.0,0.0
22102014,3276.0,1898.0,0.0,4546.0,0.0,1224.0,968.0
22102014,472.0,3276.0,1898.0,0.0,4546.0,0.0,1224.0
22102014,1272.0,472.0,3276.0,1898.0,0.0,4546.0,0.0
22102014,5318.0,1272.0,472.0,3276.0,1898.0,0.0,4546.0
22102014,4944.0,5318.0,1272.0,472.0,3276.0,1898.0,0.0
22102014,2212.0,4944.0,5318.0,1272.0,472.0,3276.0,1898.0
22102014,310.0,1846.0,2212.0,4944.0,5318.0,1272.0,472.0
22102014,832.0,1970.0,310.0,1846.0,2212.0,4944.0,5318.0
22102014,0.0,2984.0,832.0,1970.0,310.0,1846.0,2212.0
22102014,1846.0,0.0,2984.0,832.0,1970.0,310.0,1846.0
22102014,786.0,1846.0,0.0,2984.0,832.0,1970.0,310.0
22102014,0.0,692.0,786.0,1846.0,0.0,2984.0,832.0
22102014,1434.0,0.0,692.0,786.0,1846.0,0.0,2984.0
22102014,884.0,300.0,1434.0,0.0,692.0,786.0,1846.0
22102014,0.0,1508.0,884.0,300.0,1434.0,0.0,692.0
22102014,354.0,0.0,0.0,0.0,0.0,0.0,2534.0
22102014,0.0,0.0,2436.0,354.0,0.0,0.0,0.0
22102014,602.0,714.0,0.0,0.0,2436.0,354.0,0.0
22102014,532.0,368.0,1294.0,602.0,714.0,0.0,0.0
22102014,538.0,1404.0,532.0,368.0,1294.0,602.0,714.0
22102014,1458.0,538.0,1404.0,532.0,368.0,1294.0,602.0
22102014,1214.0,0.0,1556.0,1458.0,538.0,1404.0,532.0
22102014,0.0,1936.0,1214.0,0.0,1556.0,1458.0,538.0
22102014,1396.0,0.0,1936.0,1214.0,0.0,1556.0,1458.0
22102014,3082.0,1396.0,0.0,1936.0,1214.0,0.0,1556.0
22102014,1234.0,1236.0,3082.0,1396.0,0.0,1936.0,1214.0
22102014,1040.0,3226.0,1234.0,1236.0,3082.0,1396.0,0.0
22102014,3030.0,1040.0,3226.0,1234.0,1236.0,3082.0,1396.0
22102014,326.0,564.0,1172.0,3030.0,1040.0,3226.0,1234.0
22102014,2490.0,326.0,564.0,1172.0,3030.0,1040.0,3226.0
22102014,826.0,1114.0,1614.0,2490.0,326.0,564.0,1172.0
22102014,3266.0,826.0,1114.0,1614.0,2490.0,326.0,564.0
22102014,0.0,394.0,3266.0,826.0,1114.0,1614.0,2490.0
22102014,1048.0,1526.0,1930.0,0.0,394.0,3266.0,826.0
22102014,4385.0,1048.0,1526.0,1930.0,0.0,394.0,3266.0
22102014,654.0,4098.0,4385.0,1048.0,1526.0,1930.0,0.0
22102014,1452.0,654.0,4098.0,4385.0,1048.0,1526.0,1930.0
22102014,1846.0,1452.0,654.0,4098.0,4385.0,1048.0,1526.0
22102014,0.0,1738.0,1038.0,1846.0,1452.0,654.0,4098.0
22102014,3044.0,0.0,1738.0,1038.0,1846.0,1452.0,654.0
22102014,3118.0,2204.0,1548.0,3044.0,0.0,1738.0,1038.0
22102014,4396.0,3118.0,2204.0,1548.0,3044.0,0.0,1738.0
22102014,4870.0,4396.0,3118.0,2204.0,1548.0,3044.0,0.0
22102014,4052.0,4870.0,4396.0,3118.0,2204.0,1548.0,3044.0
22102014,696.0,0.0,3176.0,4052.0,4870.0,4396.0,3118.0
22102014,0.0,3432.0,0.0,0.0,638.0,696.0,0.0
22102014,658.0,0.0,5024.0,0.0,3432.0,0.0,0.0
22102014,1732.0,658.0,0.0,5024.0,0.0,3432.0,0.0
22102014,1322.0,1732.0,658.0,0.0,5024.0,0.0,3432.0
22102014,542.0,4170.0,1322.0,1732.0,658.0,0.0,5024.0
22102014,4456.0,542.0,4170.0,1322.0,1732.0,658.0,0.0
22102014,3490.0,4456.0,542.0,4170.0,1322.0,1732.0,658.0
22102014,0.0,3678.0,3490.0,4456.0,542.0,4170.0,1322.0
22102014,1552.0,0.0,3678.0,3490.0,4456.0,542.0,4170.0
22102014,2888.0,1552.0,0.0,3678.0,3490.0,4456.0,542.0
22102014,4774.0,2888.0,1552.0,0.0,3678.0,3490.0,4456.0
22102014,586.0,0.0,0.0,3578.0,4774.0,2888.0,1552.0
22102014,2574.0,586.0,0.0,0.0,3578.0,4774.0,2888.0
22102014,8706.0,2574.0,586.0,0.0,0.0,3578.0,4774.0
22102014,1786.0,1788.0,7456.0,8706.0,2574.0,586.0,0.0
22102014,4654.0,1786.0,1788.0,7456.0,8706.0,2574.0,586.0
22102014,3486.0,4654.0,1786.0,1788.0,7456.0,8706.0,2574.0
22102014,4198.0,3486.0,4654.0,1786.0,1788.0,7456.0,8706.0
22102014,2698.0,4198.0,3486.0,4654.0,1786.0,1788.0,7456.0
22102014,662.0,4540.0,2698.0,4198.0,3486.0,4654.0,1786.0
22102014,3592.0,662.0,4540.0,2698.0,4198.0,3486.0,4654.0
22102014,6906.0,3592.0,662.0,4540.0,2698.0,4198.0,3486.0
22102014,1504.0,3628.0,6906.0,3592.0,662.0,4540.0,2698.0
22102014,2304.0,1504.0,3628.0,6906.0,3592.0,662.0,4540.0
22102014,5016.0,442.0,1310.0,0.0,1564.0,2304.0,1504.0
22102014,3190.0,5016.0,442.0,1310.0,0.0,1564.0,2304.0
22102014,3158.0,3190.0,5016.0,442.0,1310.0,0.0,1564.0
22102014,0.0,2502.0,2090.0,3158.0,3190.0,5016.0,442.0
22102014,4178.0,0.0,2502.0,2090.0,3158.0,3190.0,5016.0
22102014,2922.0,4178.0,0.0,2502.0,2090.0,3158.0,3190.0
22102014,0.0,0.0,4730.0,2922.0,4178.0,0.0,2502.0
22102014,1806.0,676.0,2006.0,0.0,0.0,4730.0,2922.0
22102014,2738.0,1806.0,676.0,2006.0,0.0,0.0,4730.0
22102014,3406.0,2738.0,1806.0,676.0,2006.0,0.0,0.0
22102014,390.0,3406.0,2738.0,1806.0,676.0,2006.0,0.0
22102014,0.0,3180.0,390.0,3406.0,2738.0,1806.0,676.0
22102014,0.0,1314.0,0.0,3180.0,390.0,3406.0,2738.0
22102014,520.0,466.0,0.0,1314.0,0.0,3180.0,390.0
22102014,0.0,1980,0.0,716.0,0.0,0.0,4712.0
22102014,0.0,0.0,4050.0,0.0,1980,0.0,716.0
22102014,1016.0,0.0,0.0,4050.0,0.0,1980,0.0
22102014,0.0,1692.0,1016.0,0.0,0.0,4050.0,0.0
22102014,730.0,0.0,1692.0,1016.0,0.0,0.0,4050.0
22102014,1604.0,730.0,0.0,1692.0,1016.0,0.0,0.0
22102014,440.0,1364.0,1300.0,450.0,422.0,2020.0,1604.0
22102014,1078.0,440.0,1364.0,1300.0,450.0,422.0,2020.0
22103000,0.0,3097.0,0.0,0.0,0.0,0.0,0.0
22103000,1070.0,7945.0,696.0,0.0,3097.0,0.0,0.0
22103000,298.0,0.0,4022.0,0.0,2036.0,1890.0,2704.0
22103000,556.0,0.0,1478.0,1436.0,0.0,0.0,2752
22103000,10.0,854.0,0.0,1918.0,706.0,974.0,604.0
22103000,716.0,0.0,1990.0,10.0,854.0,0.0,1918.0
22103000,510.0,878.0,0.0,948.0,0.0,2536.0,3196.0
22103000,0.0,0.0,0.0,0.0,0.0,1.0,1794.0
22103001,1070.0,7945.0,696.0,0.0,3097.0,0.0,0.0
22103001,0.0,1510.0,448.0,2060.0,0.0,0.0,990.0
22103001,1002.0,1593.0,1758.0,979.0,0.0,1510.0,448.0
22103001,0.0,4022.0,0.0,2036.0,1890.0,2704.0,1002.0
22103001,0.0,0.0,2752,644.0,4320.0,298.0,0.0
22103001,0.0,1250.0,0.0,1502.0,0.0,1963.0,2652.0
22103001,0.0,0.0,2294.0,896.0,0.0,0.0,0.0
22103001,716.0,0.0,0.0,2294.0,896.0,0.0,0.0
22103001,0.0,1268.0,716.0,0.0,0.0,2294.0,896.0
22103001,5880.0,2974.0,658.0,0.0,1268.0,716.0,0.0
22103001,1324.0,0.0,1130.0,0.0,1020.0,2274.0,0.0
22103001,5144.0,2986.0,1324.0,0.0,1130.0,0.0,1020.0
22103001,1198.0,5144.0,2986.0,1324.0,0.0,1130.0,0.0
22103001,2648.0,1198.0,5144.0,2986.0,1324.0,0.0,1130.0
22103001,0.0,6343.0,2648.0,1198.0,5144.0,2986.0,1324.0
22103001,0.0,0.0,0.0,0.0,818.0,0.0,6343.0
22103001,1.0,3040.0,0.0,0.0,0.0,0.0,818.0
22103001,0.0,1004.0,0.0,0.0,956.0,1.0,3040.0
22103001,1004.0,0.0,0.0,980.0,1472.0,0.0,2088.0
22103001,0.0,0.0,1060.0,982.0,504.0,1004.0,0.0
22103001,1246.0,2130.0,0.0,0.0,1060.0,982.0,504.0
22103001,2782.0,1060.0,2647.0,0.0,1618.0,1246.0,2130.0
22103001,0.0,2678.0,2782.0,1060.0,2647.0,0.0,1618.0
22103001,606.0,0.0,598.0,0.0,2678.0,2782.0,1060.0
22103001,2488.0,606.0,0.0,598.0,0.0,2678.0,2782.0
22103001,4416.0,2488.0,606.0,0.0,598.0,0.0,2678.0
22103001,0.0,1612.0,2300.0,0.0,0.0,1094.0,850.0
22103001,626.0,2288.0,0.0,0.0,1738.0,1334.0,2804.0
22103001,3946.0,626.0,2288.0,0.0,0.0,1738.0,1334.0
22103001,1216.0,0.0,1368.0,3946.0,626.0,2288.0,0.0
22103001,1268.0,4038.0,1994.0,1552.0,0.0,1998.0,1216.0
22103001,4586.0,1324.0,0.0,1708.0,0.0,0.0,0.0
22103001,0.0,430.0,0.0,1024.0,4586.0,1324.0,0.0
22103003,2704.0,1002.0,1593.0,1758.0,979.0,0.0,1510.0
22103003,0.0,1478.0,1436.0,0.0,0.0,2752,644.0
22103003,604.0,0.0,1250.0,0.0,1502.0,0.0,1963.0
22103003,974.0,604.0,0.0,1250.0,0.0,1502.0,0.0
22103003,0.0,1918.0,706.0,974.0,604.0,0.0,1250.0
22103003,1198.0,5144.0,2986.0,1324.0,0.0,1130.0,0.0
22103003,1.0,3040.0,0.0,0.0,0.0,0.0,818.0
22103003,0.0,0.0,956.0,1.0,3040.0,0.0,0.0
22103003,2288.0,0.0,0.0,1738.0,1334.0,2804.0,0.0
22103003,556.0,0.0,564.0,1242.0,482.0,1268.0,4038.0
22103003,0.0,0.0,802.0,0.0,0.0,0.0,570.0
22103004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22103004,696.0,0.0,3097.0,0.0,0.0,0.0,0.0
22103004,1070.0,7945.0,696.0,0.0,3097.0,0.0,0.0
22103004,448.0,2060.0,0.0,0.0,990.0,6612.0,1070.0
22103004,979.0,0.0,1510.0,448.0,2060.0,0.0,0.0
22103004,1758.0,979.0,0.0,1510.0,448.0,2060.0,0.0
22103004,1002.0,1593.0,1758.0,979.0,0.0,1510.0,448.0
22103004,1890.0,2704.0,1002.0,1593.0,1758.0,979.0,0.0
22103004,298.0,0.0,4022.0,0.0,2036.0,1890.0,2704.0
22103004,644.0,4320.0,298.0,0.0,4022.0,0.0,2036.0
22103004,2652.0,556.0,0.0,1478.0,1436.0,0.0,0.0
22103004,0.0,1502.0,0.0,1963.0,2652.0,556.0,0.0
22103004,706.0,974.0,604.0,0.0,1250.0,0.0,1502.0
22103004,10.0,854.0,0.0,1918.0,706.0,974.0,604.0
22103004,716.0,0.0,1990.0,10.0,854.0,0.0,1918.0
22103004,3196.0,716.0,0.0,1990.0,10.0,854.0,0.0
22103004,0.0,0.0,1482.0,510.0,878.0,0.0,948.0
22103004,896.0,0.0,0.0,0.0,0.0,0.0,1.0
22103004,2974.0,658.0,0.0,1268.0,716.0,0.0,0.0
22103004,0.0,1130.0,0.0,1020.0,2274.0,0.0,820.0
22103004,1324.0,0.0,1130.0,0.0,1020.0,2274.0,0.0
22103004,2986.0,1324.0,0.0,1130.0,0.0,1020.0,2274.0
22103004,2648.0,1198.0,5144.0,2986.0,1324.0,0.0,1130.0
22103004,1472.0,0.0,2088.0,0.0,1004.0,0.0,0.0
22103004,0.0,1618.0,1246.0,2130.0,0.0,0.0,1060.0
22103004,2488.0,606.0,0.0,598.0,0.0,2678.0,2782.0
22103004,0.0,0.0,1094.0,850.0,4416.0,2488.0,606.0
22103004,2300.0,0.0,0.0,1094.0,850.0,4416.0,2488.0
22103004,0.0,1612.0,2300.0,0.0,0.0,1094.0,850.0
22103004,1334.0,2804.0,0.0,1612.0,2300.0,0.0,0.0
22103004,626.0,2288.0,0.0,0.0,1738.0,1334.0,2804.0
22103004,1324.0,0.0,1708.0,0.0,0.0,0.0,0.0
22103005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22103005,696.0,0.0,3097.0,0.0,0.0,0.0,0.0
22103005,7945.0,696.0,0.0,3097.0,0.0,0.0,0.0
22103005,6612.0,1070.0,7945.0,696.0,0.0,3097.0,0.0
22103005,1593.0,1758.0,979.0,0.0,1510.0,448.0,2060.0
22103005,2704.0,1002.0,1593.0,1758.0,979.0,0.0,1510.0
22103005,4320.0,298.0,0.0,4022.0,0.0,2036.0,1890.0
22103005,0.0,1478.0,1436.0,0.0,0.0,2752,644.0
22103005,556.0,0.0,1478.0,1436.0,0.0,0.0,2752
22103005,2652.0,556.0,0.0,1478.0,1436.0,0.0,0.0
22103005,604.0,0.0,1250.0,0.0,1502.0,0.0,1963.0
22103005,0.0,2536.0,3196.0,716.0,0.0,1990.0,10.0
22103005,878.0,0.0,948.0,0.0,2536.0,3196.0,716.0
22103005,658.0,0.0,1268.0,716.0,0.0,0.0,2294.0
22103005,2974.0,658.0,0.0,1268.0,716.0,0.0,0.0
22103005,0.0,820.0,5880.0,2974.0,658.0,0.0,1268.0
22103005,2274.0,0.0,820.0,5880.0,2974.0,658.0,0.0
22103005,0.0,1020.0,2274.0,0.0,820.0,5880.0,2974.0
22103005,2986.0,1324.0,0.0,1130.0,0.0,1020.0,2274.0
22103005,5144.0,2986.0,1324.0,0.0,1130.0,0.0,1020.0
22103005,2648.0,1198.0,5144.0,2986.0,1324.0,0.0,1130.0
22103005,0.0,0.0,0.0,0.0,818.0,0.0,6343.0
22103005,0.0,2088.0,0.0,1004.0,0.0,0.0,956.0
22103005,982.0,504.0,1004.0,0.0,0.0,980.0,1472.0
22103005,0.0,0.0,1060.0,982.0,504.0,1004.0,0.0
22103005,1060.0,2647.0,0.0,1618.0,1246.0,2130.0,0.0
22103005,606.0,0.0,598.0,0.0,2678.0,2782.0,1060.0
22103005,2488.0,606.0,0.0,598.0,0.0,2678.0,2782.0
22103005,850.0,4416.0,2488.0,606.0,0.0,598.0,0.0
22103005,0.0,0.0,1738.0,1334.0,2804.0,0.0,1612.0
22103005,626.0,2288.0,0.0,0.0,1738.0,1334.0,2804.0
22103005,0.0,564.0,1242.0,482.0,1268.0,4038.0,1994.0
22103005,0.0,1708.0,0.0,0.0,0.0,0.0,1110.0
22103006,696.0,0.0,3097.0,0.0,0.0,0.0,0.0
22103006,0.0,0.0,990.0,6612.0,1070.0,7945.0,696.0
