pluno,time,qty,d,d+1,d+2,d+3,d+4,d+5,d+6
22111012,157,0.348,0.268,0.268,0.268,0.268,0.268,0.268,0.268
22111012,161,0.32,0.362,0.362,0.362,0.362,0.362,0.362,0.362
22111012,163,1.164,0.574,0.574,0.574,0.574,0.574,0.574,0.574
22111012,165,0.51,0.574,0.574,0.574,0.574,0.574,0.574,0.574
22111012,168,0.552,0.574,0.574,0.574,0.574,0.574,0.574,0.574
22111026,150,1.182,0.706,0.706,0.706,0.706,0.706,0.706,0.706
22111026,155,0.318,0.322,0.322,0.322,0.322,0.322,0.322,0.322
22111026,170,0.988,0.706,0.706,0.706,0.706,0.706,0.706,0.706
22111029,151,0.298,0.364,0.364,0.364,0.364,0.364,0.364,0.364
22111031,151,0.892,0.866,0.866,0.866,0.866,0.866,0.866,0.866
22111031,153,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
22111031,161,0.426,0.452,0.452,0.452,0.452,0.452,0.452,0.452
22111031,169,0.356,0.452,0.452,0.452,0.452,0.452,0.452,0.452
22120005,153,0.382,0.15,0.15,0.15,0.15,0.15,0.15,0.15
22130000,151,0.264,0.21,0.21,0.21,0.21,0.21,0.21,0.21
22130000,160,0.28,0.21,0.21,0.21,0.21,0.21,0.21,0.21
22130000,164,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
22130000,170,0.318,0.21,0.21,0.21,0.21,0.21,0.21,0.21
22130000,174,0.274,0.21,0.21,0.21,0.21,0.21,0.21,0.21
22130003,164,0.374,0.364,0.364,0.364,0.364,0.364,0.364,0.364
22130007,152,0.216,0.212,0.212,0.212,0.212,0.212,0.212,0.212
22130016,165,0.274,0.364,0.364,0.364,0.364,0.364,0.364,0.364
22130016,174,0.4,0.332,0.332,0.332,0.332,0.332,0.332,0.332
22130017,153,0.284,0.32,0.32,0.32,0.32,0.32,0.32,0.32
22130029,165,0.582,0.583,0.583,0.583,0.583,0.583,0.583,0.583
