pluno,time,qty,d,d+1,d+2,d+3,d+4,d+5,d+6
22000014,149,0.618,0.7666386612810966,0.709261078529846,0.071941676541567,1.6835528700069748,-0.1529389189552093,6.315236263176088,-0.09723984914651039
22000014,169,0.492,0.6346117623316896,0.5767124742440067,-0.06511972975324826,1.591069755147187,-0.17389291256029532,6.27427371807316,-0.12861404771922055
22000031,153,1.338,1.4834870786377068,1.4260336560032452,0.7519363189338335,2.292219678935338,0.45383589792943535,6.829557260521815,0.4710765312236651
22000031,165,0.6,0.7476010162438106,0.6893137280890081,0.021814056016607353,1.616050126921827,-0.22800101095757414,6.324234350959897,0.0018539500592193391
22000049,148,1.212,1.3528990598021846,1.2970475786330067,0.6050199657777419,2.1927494461997172,0.41325592748809875,6.802629693539475,0.4447402896701275
22000049,166,0.728,0.8666805708602842,0.810312632466172,0.1596996352817958,1.7941630934565087,0.02628372251935803,6.454252173701429,0.09432030689547871
22000049,174,1.07,1.2083988760224385,1.1534820591128379,0.4923053953960633,2.0413984055325614,0.1952187820739128,6.460256879101634,0.19060396665492194
22001000,164,0.376,0.5208717363149699,0.4642553501284278,-0.16569493522438206,1.473476314316014,-0.36039981967557827,6.119591667195444,-0.30796899976540254
22001000,174,0.266,0.4096373036409568,0.35334865558252243,-0.28502058829636295,1.3562824324152658,-0.5203647645624078,6.041816055335231,-0.3111585796238472
22001001,159,1.23,1.3751632217819643,1.3156052639274571,0.6584226444420499,2.21781905500309,0.3757390513173232,6.811232830064033,0.43161128009570865
22001006,151,0.978,1.1255351656320345,1.066860772104556,0.41809761973224596,1.997617052093357,0.15775072467909929,6.571125713795551,0.10130994591111418
22001006,154,1.078,1.2237543122990828,1.1635071116010371,0.5201885882482027,2.0663674535089864,0.38966709587402154,6.917366505693306,0.14536290681077266
22001012,151,0.546,0.6942081664939251,0.6369897791937695,0.0020135330095516087,1.620954714504745,-0.2148212985788777,6.2572543404545975,-0.15968628288694559
22001038,151,0.678,0.8260081201650974,0.7683416607121184,0.12914839484948681,1.7360367452909464,-0.08156052204489965,6.438488402104133,-0.09094384471379119
22001038,153,0.788,0.9357416852031675,0.8800534995570491,0.2265245541591292,1.8520373038651647,-0.0678230856166701,6.289561257069127,-0.41032548890408027
22002008,166,0.678,0.8220969812207696,0.7643767350787242,0.12458269844610258,1.7369553160574047,-0.09982119836688066,6.364430401512549,-0.04677695957250793
22002239,147,1.716,1.8582433245478969,1.790892928485206,1.1487733553988952,2.7781142051308176,1.2775300805056249,7.628263724283443,0.9826003213850232
22002239,149,1.97,2.1344473833561715,2.1181426120498803,1.4318251769797505,2.9969055344648416,1.0449772385193428,7.557271752442361,0.7818481192886281
22002239,150,0.736,0.8931365091464322,0.8559606253453825,0.17633334550248475,1.8893260830568375,0.38057740392712736,7.2191559175161055,0.5571544784043833
22002239,151,0.99,1.1485092150661003,1.1040648950200997,0.37210818990912303,2.1250959780530296,0.175717861404286,6.597633491491095,0.7227961289393167
22002239,154,0.9,1.0443722675162208,0.9970632222755815,0.4235531157374942,1.9584136895236783,0.46479281343385087,6.762882051356264,0.5951741474023471
22002239,156,1.294,1.4254831203174618,1.3792182925039673,0.7587535850660504,2.4508238333149106,0.7619869735950997,7.0497705283212815,0.1311771078919443
22002239,157,1.874,2.0017585306231704,1.9447769651458662,1.3108311682898646,2.9296309003715626,1.5656415089333824,8.237785917210054,0.8161062037834814
